image_uid,mean_r,mean_g,mean_b,mean_r_minus_g,p99_r_minus_g,frac_r_minus_g_gt30,sensor
nwpu_background_051,81.07765197753906,91.20298767089844,86.76141357421875,-10.12533950805664,11.0,0.0,rgb
nwpu_background_052,130.16297912597656,129.29006958007812,125.96353912353516,0.8729166388511658,19.0,0.0013621794871794871,rgb
nwpu_background_053,45.35186004638672,47.13484191894531,41.393218994140625,-1.7829787731170654,18.0,0.0005984042553191489,rgb
nwpu_background_054,98.23779296875,88.96147918701172,77.2912826538086,9.276308059692383,18.0,0.0,rgb
nwpu_background_056,71.01067352294922,67.63363647460938,61.68272399902344,3.3770365715026855,16.0,0.0006320224719101123,rgb
nwpu_background_057,87.73688507080078,81.88152313232422,70.16654968261719,5.8553571701049805,18.0,0.0,rgb
nwpu_background_058,51.3414421081543,47.214508056640625,39.4422607421875,4.12693452835083,14.0,0.0,rgb
nwpu_background_059,66.41211700439453,62.6043815612793,54.191429138183594,3.807731866836548,13.0,0.0,rgb
nwpu_background_060,92.1991958618164,89.33675384521484,78.62617492675781,2.862438201904297,12.0,0.0,rgb
nwpu_background_061,101.4904556274414,105.2206039428711,92.16709899902344,-3.7301511764526367,12.0,6.868131868131868e-05,rgb
nwpu_background_062,96.61359405517578,102.16939544677734,88.32164764404297,-5.5557990074157715,10.0,0.0002577319587628866,rgb
nwpu_background_063,81.76104736328125,80.32711029052734,69.78466796875,1.433938980102539,11.0,0.0,rgb
nwpu_background_064,92.7347183227539,95.40396118164062,83.30216217041016,-2.6692450046539307,11.0,6.188118811881188e-05,rgb
nwpu_background_065,92.92134857177734,94.56390380859375,84.82254028320312,-1.6425561904907227,34.0,0.012148876404494382,rgb
nwpu_background_066,48.042144775390625,54.7280387878418,43.76399230957031,-6.68589448928833,5.0,0.0,rgb
nwpu_background_069,85.2899169921875,87.80949401855469,88.01875305175781,-2.519575357437134,17.0,0.0011792452830188679,rgb
nwpu_background_070,37.60403060913086,49.74275588989258,34.75525665283203,-12.138726234436035,1.0,0.0,rgb
nwpu_background_071,71.96044158935547,79.15970611572266,59.41316604614258,-7.199268817901611,15.0,0.0,rgb
nwpu_background_072,53.08535385131836,57.484092712402344,46.87607192993164,-4.39873743057251,11.0,0.00012626262626262626,rgb
nwpu_background_073,72.6037368774414,79.47453308105469,63.717288970947266,-6.870794296264648,10.0,0.00017523364485981307,rgb
nwpu_background_074,102.1892318725586,104.19171142578125,97.406005859375,-2.0024752616882324,7.0,0.0,rgb
nwpu_background_075,57.28419876098633,68.4386215209961,48.841644287109375,-11.154423713684082,15.609999656677246,0.0,rgb
nwpu_background_076,50.138519287109375,55.852760314941406,43.39127731323242,-5.714244365692139,10.0,0.0,rgb
nwpu_background_079,79.58158111572266,82.69720458984375,74.74201965332031,-3.1156249046325684,12.0,0.0014627659574468085,rgb
nwpu_background_080,65.60480499267578,73.09803009033203,57.74289321899414,-7.493223667144775,11.0,0.0,rgb
nwpu_background_081,61.709590911865234,66.74950408935547,56.716461181640625,-5.039913177490234,7.0,0.00018564356435643565,rgb
nwpu_background_082,95.97512817382812,98.1324462890625,89.04374694824219,-2.157323122024536,7.0,0.0,rgb
nwpu_background_084,68.1595687866211,73.3638687133789,61.46165466308594,-5.204297065734863,6.0,0.0,rgb
nwpu_background_085,71.9378890991211,66.78988647460938,68.21965026855469,5.148002624511719,25.0,0.003092783505154639,rgb
nwpu_background_086,92.04114532470703,91.42161560058594,74.05084991455078,0.6195312738418579,13.0,0.0,rgb
nwpu_background_087,71.83663940429688,75.6747817993164,61.014225006103516,-3.838146448135376,11.0,0.0,rgb
nwpu_background_088,61.30038833618164,65.60979461669922,51.41301727294922,-4.3094072341918945,8.0,0.0,rgb
nwpu_background_089,54.00273513793945,61.55091094970703,47.66939926147461,-7.548177242279053,4.0,0.0,rgb
nwpu_background_091,41.83422088623047,48.428218841552734,38.92271041870117,-6.593997478485107,8.0,0.0,rgb
nwpu_background_092,55.49917221069336,61.29018020629883,52.75567626953125,-5.7910075187683105,6.0,0.0,rgb
nwpu_background_094,54.700218200683594,62.418460845947266,48.790260314941406,-7.718241214752197,8.0,0.0,rgb
nwpu_background_095,73.40258026123047,76.4212646484375,67.2646255493164,-3.0186855792999268,9.0,0.0,rgb
nwpu_background_096,54.86700439453125,66.0416030883789,46.830108642578125,-11.174596786499023,22.0,0.00114247311827957,rgb
nwpu_background_097,82.77035522460938,85.25984191894531,75.95339965820312,-2.4894802570343018,12.0,6.188118811881188e-05,rgb
nwpu_background_098,77.5998764038086,80.60894775390625,72.4210205078125,-3.009068727493286,10.0,0.0001838235294117647,rgb
nwpu_background_099,61.639434814453125,65.30992126464844,52.42912292480469,-3.67048978805542,6.0,6.443298969072165e-05,rgb
nwpu_background_100,48.10107421875,59.27083206176758,44.01740646362305,-11.169757843017578,6.0,0.0,rgb
nwpu_background_101,50.53186798095703,58.13413619995117,49.205562591552734,-7.602266311645508,1.0,0.0,rgb
nwpu_background_102,71.60006713867188,75.30854797363281,60.27429962158203,-3.708482027053833,15.0,0.0,rgb
nwpu_background_103,34.392051696777344,45.20115661621094,30.89836883544922,-10.809103012084961,2.809999942779541,0.0,rgb
nwpu_background_105,41.98247146606445,53.554595947265625,42.73613357543945,-11.572126388549805,5.0,0.0,rgb
nwpu_background_106,58.058555603027344,64.63367462158203,52.64921188354492,-6.5751214027404785,9.0,0.0,rgb
nwpu_background_107,107.47750091552734,112.37894439697266,104.95526123046875,-4.901447296142578,15.0,0.0015131578947368421,rgb
nwpu_background_108,47.737701416015625,57.608062744140625,41.99919509887695,-9.870363235473633,11.0,0.0,rgb
nwpu_background_109,63.20912551879883,66.58319091796875,51.26531219482422,-3.3740625381469727,13.0,0.0,rgb
nwpu_background_110,62.88164520263672,76.71446990966797,52.20124816894531,-13.832828521728516,9.0,0.0,rgb
nwpu_background_111,63.73713684082031,65.12347412109375,51.375946044921875,-1.386337161064148,12.0,0.0,rgb
nwpu_background_112,48.67499923706055,58.30501174926758,39.93053436279297,-9.630013465881348,10.0,0.0,rgb
nwpu_background_113,58.749298095703125,64.12879180908203,51.50891876220703,-5.3794941902160645,8.0,0.0,rgb
nwpu_background_114,75.7260513305664,83.90013885498047,67.59725952148438,-8.174087524414062,10.0,0.0008426966292134832,rgb
nwpu_background_115,87.75826263427734,96.02320098876953,69.35481262207031,-8.264942169189453,5.0,0.0,rgb
nwpu_background_116,86.10660552978516,88.0470199584961,58.20838165283203,-1.940411925315857,9.0,0.0,rgb
nwpu_background_117,98.64361572265625,105.9646987915039,77.76194763183594,-7.321084976196289,7.0,0.0,rgb
nwpu_background_118,79.60321807861328,84.24943542480469,75.55366516113281,-4.646212100982666,18.0,0.0011994949494949494,rgb
nwpu_background_120,80.38835144042969,89.53075408935547,62.50880813598633,-9.142400741577148,8.0,0.0,rgb
nwpu_background_121,69.1565933227539,80.6471176147461,57.77589416503906,-11.490522384643555,0.0,0.0,rgb
nwpu_background_122,73.9478530883789,81.26457977294922,66.61738586425781,-7.316731929779053,12.40999984741211,0.0009765625,rgb
nwpu_background_123,92.52921295166016,92.57071685791016,84.10203552246094,-0.041502807289361954,12.0,0.0,rgb
nwpu_background_125,49.44839859008789,52.71931076049805,52.615943908691406,-3.2709133625030518,14.0,0.0008012820512820513,rgb
nwpu_background_126,56.796470642089844,58.57536697387695,59.0724983215332,-1.7788970470428467,21.0,0.0036029411764705883,rgb
nwpu_background_127,23.726137161254883,26.577415466308594,29.488140106201172,-2.851278305053711,1.0,0.0,rgb
nwpu_background_128,75.47217559814453,78.48509979248047,74.1899642944336,-3.012920618057251,10.0,0.00042067307692307695,rgb
nwpu_background_129,39.45912170410156,54.684627532958984,36.12730026245117,-15.225502967834473,-1.0,0.0,rgb
nwpu_background_130,82.48963165283203,88.68437194824219,86.89771270751953,-6.1947407722473145,9.0,7.621951219512195e-05,rgb
nwpu_background_131,72.31961059570312,75.0997314453125,60.933509826660156,-2.7801196575164795,25.0,0.005851063829787234,rgb
nwpu_background_133,59.77873611450195,63.31216049194336,59.27934646606445,-3.533423900604248,16.0,0.0,rgb
nwpu_background_134,60.05631637573242,62.27002716064453,57.50188064575195,-2.213709592819214,25.0,0.0031586021505376344,rgb
nwpu_background_135,36.71344757080078,41.28049087524414,46.86256408691406,-4.56704568862915,14.0,0.0007575757575757576,rgb
nwpu_background_136,74.97712707519531,72.1734390258789,60.65856170654297,2.803687572479248,17.0,0.0001875,rgb
nwpu_background_137,74.14824676513672,71.80687713623047,60.31143569946289,2.3413751125335693,17.0,0.0,rgb
nwpu_background_138,62.660438537597656,68.82648468017578,56.67113494873047,-6.166043758392334,26.0,0.005219072164948453,rgb
nwpu_background_139,53.32726287841797,59.52535629272461,48.22119140625,-6.198095321655273,12.0,0.0,rgb
nwpu_background_140,53.542259216308594,69.99083709716797,45.42194747924805,-16.448579788208008,9.0,0.0,rgb
nwpu_background_141,78.49815368652344,77.00830841064453,68.23018646240234,1.489843726158142,20.0,0.001846590909090909,rgb
nwpu_background_142,91.63140106201172,91.4725341796875,85.72461700439453,0.15887345373630524,17.0,0.000925925925925926,rgb
nwpu_background_143,89.77350616455078,88.7767562866211,82.61042022705078,0.9967448115348816,32.0,0.0123046875,rgb
nwpu_background_145,107.5254898071289,105.95645904541016,100.93658447265625,1.5690308809280396,15.0,0.0009831460674157304,rgb
nwpu_background_146,111.18890380859375,106.26860809326172,95.984130859375,4.920294761657715,19.0,0.0,rgb
nwpu_background_147,96.09550476074219,92.5301284790039,84.3925552368164,3.5653791427612305,19.0,0.0002106741573033708,rgb
nwpu_background_148,81.97234344482422,83.92912292480469,77.29814147949219,-1.9567818641662598,16.0,0.002127659574468085,rgb
nwpu_background_149,85.0660629272461,81.19529724121094,74.13017272949219,3.8707661628723145,20.0,0.0,rgb
nwpu_background_150,111.71762084960938,100.40930938720703,94.87274169921875,11.308311462402344,22.0,0.0003324468085106383,rgb
nwpu_positive_002,102.81971740722656,98.83934020996094,82.07118225097656,3.980376720428467,16.0,0.00022977941176470588,rgb
nwpu_positive_003,121.6987075805664,117.24853515625,105.35508728027344,4.450172424316406,17.0,0.0003879310344827586,rgb
nwpu_positive_004,95.7444076538086,102.93860626220703,92.52616119384766,-7.194203853607178,3.0,0.00015120967741935485,rgb
nwpu_positive_005,97.92520141601562,98.32295227050781,81.0438003540039,-0.39774999022483826,5.0,0.0,rgb
nwpu_positive_006,90.30078125,96.55244445800781,86.2035140991211,-6.251660346984863,2.0,0.000146484375,rgb
nwpu_positive_007,89.3291015625,95.51754760742188,85.33930206298828,-6.188449859619141,3.0,0.00015,rgb
nwpu_positive_008,84.34030151367188,91.37239837646484,81.40534973144531,-7.032100200653076,4.0,0.0,rgb
nwpu_positive_009,106.75279998779297,114.12319946289062,101.09819793701172,-7.3703999519348145,2.0,0.0,rgb
nwpu_positive_010,150.15380859375,147.01280212402344,154.57037353515625,3.1410059928894043,20.0,0.0,rgb
nwpu_positive_011,156.59100341796875,154.88003540039062,163.92916870117188,1.7109756469726562,12.0,0.0,rgb
nwpu_positive_012,85.59785461425781,92.86856842041016,99.7957992553711,-7.270711898803711,6.0,0.0028284671532846717,rgb
nwpu_positive_013,180.47840881347656,189.29696655273438,190.76565551757812,-8.818560600280762,1.0,0.0006944444444444445,rgb
nwpu_positive_014,121.21397399902344,119.4925537109375,107.34501647949219,1.7214184999465942,16.0,0.0007724719101123596,rgb
nwpu_positive_015,169.7403106689453,169.05506896972656,164.2134552001953,0.6852477192878723,20.0,0.00022522522522522523,rgb
nwpu_positive_017,161.04678344726562,161.15158081054688,153.7921142578125,-0.10479798167943954,11.0,0.00012626262626262626,rgb
nwpu_positive_018,153.87486267089844,155.97532653808594,145.44654846191406,-2.10046648979187,10.0,0.00032649253731343285,rgb
nwpu_positive_021,178.8369903564453,176.7487030029297,173.39138793945312,2.0882883071899414,15.0,0.0,rgb
nwpu_positive_022,208.923828125,205.55914306640625,204.97084045410156,3.3646738529205322,13.0,0.0,rgb
nwpu_positive_023,116.14813232421875,122.1728515625,125.67816925048828,-6.024720191955566,5.0,0.0,rgb
nwpu_positive_024,195.6859588623047,192.28871154785156,191.419189453125,3.397258758544922,13.0,0.0,rgb
nwpu_positive_025,179.267578125,177.64796447753906,178.0441436767578,1.6196093559265137,18.0,0.000859375,rgb
nwpu_positive_027,148.70254516601562,151.09222412109375,143.35508728027344,-2.3896801471710205,9.0,0.0005087209302325581,rgb
nwpu_positive_029,158.90484619140625,160.06399536132812,160.5908966064453,-1.1591548919677734,6.0,0.000528169014084507,rgb
nwpu_positive_030,159.1444091796875,159.34619140625,159.23355102539062,-0.20177631080150604,10.0,0.00013157894736842105,rgb
nwpu_positive_031,154.7547149658203,148.6109619140625,156.3533477783203,6.143750190734863,27.0,0.001151315789473684,rgb
nwpu_positive_032,157.12069702148438,150.71429443359375,159.00953674316406,6.406406402587891,22.0,0.00015625,rgb
nwpu_positive_033,157.80050659179688,159.82579040527344,155.59799194335938,-2.025275230407715,10.0,0.0,rgb
nwpu_positive_034,116.48063659667969,122.68741607666016,127.4341812133789,-6.206774711608887,9.0,0.0,rgb
nwpu_positive_035,169.52845764160156,170.17910766601562,162.66783142089844,-0.6506510376930237,8.0,0.0,rgb
nwpu_positive_036,151.9864959716797,154.40130615234375,148.2298126220703,-2.414816379547119,6.0,0.0,rgb
nwpu_positive_037,149.8160858154297,153.51377868652344,147.74429321289062,-3.6976940631866455,3.0,0.0,rgb
nwpu_positive_038,130.28956604003906,134.68743896484375,133.00355529785156,-4.39787483215332,1.0,0.0,rgb
nwpu_positive_039,100.92301940917969,107.1329116821289,105.96690368652344,-6.209885120391846,0.0,0.0,rgb
nwpu_positive_040,156.8219451904297,153.47254943847656,162.78192138671875,3.349404811859131,13.0,0.0,rgb
nwpu_positive_041,157.1848907470703,152.90835571289062,161.1280517578125,4.276525974273682,12.0,0.0007994186046511628,rgb
nwpu_positive_042,158.8911895751953,152.65499877929688,159.9330596923828,6.23618745803833,27.0,0.00075,rgb
nwpu_positive_043,181.7666015625,189.5569305419922,189.83734130859375,-7.7903361320495605,10.0,0.0004201680672268908,rgb
nwpu_positive_044,160.52755737304688,166.4683074951172,164.44650268554688,-5.9407501220703125,13.0,6.25e-05,rgb
nwpu_positive_045,146.60406494140625,143.40789794921875,151.24411010742188,3.1961607933044434,21.0,0.0,rgb
nwpu_positive_046,112.9745864868164,117.72830200195312,105.10513305664062,-4.753714561462402,4.0,0.0,rgb
nwpu_positive_047,133.9869842529297,134.52499389648438,124.18653106689453,-0.5380154848098755,13.0,0.0014819587628865979,rgb
nwpu_positive_048,125.88153076171875,128.32371520996094,122.86079406738281,-2.442187547683716,7.0,0.0,rgb
nwpu_positive_050,172.25790405273438,160.63877868652344,148.96620178222656,11.619132995605469,22.0,6.377551020408164e-05,rgb
nwpu_positive_051,157.5829315185547,161.0533447265625,160.8282928466797,-3.4704253673553467,6.0,0.0,rgb
nwpu_positive_052,154.27618408203125,157.23092651367188,149.7185821533203,-2.9547414779663086,5.0,0.0,rgb
nwpu_positive_054,120.6500473022461,123.71662139892578,121.2391128540039,-3.0665719509124756,5.0,0.0,rgb
nwpu_positive_055,144.4810333251953,142.4058074951172,150.49317932128906,2.075221538543701,19.0,0.0,rgb
nwpu_positive_056,113.3108139038086,109.27336120605469,104.05164337158203,4.037454605102539,16.0,0.00013686131386861315,rgb
nwpu_positive_057,127.38542938232422,127.23831176757812,135.581298828125,0.1471223086118698,11.0,0.0,rgb
nwpu_positive_058,143.59939575195312,147.02529907226562,136.65487670898438,-3.425905227661133,9.0,0.00017241379310344826,rgb
nwpu_positive_059,142.80206298828125,138.13372802734375,135.99337768554688,4.668336391448975,14.0,0.001011029411764706,rgb
nwpu_positive_060,105.82620239257812,97.91326141357422,92.11075592041016,7.9129462242126465,22.0,0.00017857142857142857,rgb
nwpu_positive_061,89.71363067626953,98.34852600097656,90.6597900390625,-8.634891510009766,2.0,0.0,rgb
nwpu_positive_062,110.09803771972656,105.3066177368164,92.49803924560547,4.791423320770264,15.0,0.0005474452554744526,rgb
nwpu_positive_063,110.16973876953125,116.74104309082031,102.90619659423828,-6.5713019371032715,3.0,0.0,rgb
nwpu_positive_064,98.67599487304688,99.05133819580078,81.5451889038086,-0.37534722685813904,5.0,0.0,rgb
nwpu_positive_065,101.1584701538086,106.97010803222656,94.77595520019531,-5.811643123626709,5.0,0.0,rgb
nwpu_positive_066,93.23774719238281,98.98944854736328,87.44090270996094,-5.751699924468994,4.0,0.00015,rgb
nwpu_positive_067,105.4332504272461,114.03254699707031,102.30660247802734,-8.599300384521484,2.0,0.0,rgb
nwpu_positive_068,105.16390228271484,112.21095275878906,98.96029663085938,-7.0470499992370605,2.0,0.0,rgb
nwpu_positive_070,100.52137756347656,107.53482055664062,96.21954345703125,-7.013442516326904,3.0,0.0,rgb
nwpu_positive_071,103.1917495727539,110.87556457519531,99.3839111328125,-7.683811664581299,6.0,5.122950819672131e-05,rgb
nwpu_positive_072,101.72875213623047,110.1427993774414,100.44445037841797,-8.414050102233887,7.0,0.0,rgb
nwpu_positive_073,94.53480529785156,105.71991729736328,86.31047058105469,-11.185111999511719,9.0,0.0,rgb
nwpu_positive_074,116.62765502929688,112.42342376708984,100.45511627197266,4.204232215881348,18.0,0.0030511811023622047,rgb
nwpu_positive_075,153.4755096435547,149.78475952148438,157.00259399414062,3.6907520294189453,20.0,0.0,rgb
nwpu_positive_077,159.23455810546875,155.97642517089844,163.51046752929688,3.2581300735473633,12.0,0.0001016260162601626,rgb
nwpu_positive_078,137.08432006835938,135.86587524414062,143.62608337402344,1.218442678451538,25.0,0.002612704918032787,rgb
nwpu_positive_079,107.18447875976562,96.5609359741211,93.08255004882812,10.623541831970215,35.0,0.027135416666666665,rgb
nwpu_positive_080,126.22341918945312,126.35907745361328,132.88336181640625,-0.1356578916311264,11.0,6.578947368421052e-05,rgb
nwpu_positive_081,70.72422790527344,80.70207977294922,63.075416564941406,-9.97785758972168,21.0,0.0004166666666666667,rgb
nwpu_positive_082,76.29142761230469,81.93756103515625,66.61488342285156,-5.6461310386657715,12.0,0.0,rgb
nwpu_positive_083,106.42179107666016,105.18965911865234,85.88119506835938,1.2321261167526245,41.0,0.0227803738317757,rgb
nwpu_positive_084,108.22518157958984,105.07196807861328,94.56428527832031,3.1532142162323,37.0,0.01380952380952381,rgb
nwpu_positive_085,94.4847640991211,92.96690368652344,78.39732360839844,1.5178571939468384,29.0,0.007738095238095238,rgb
nwpu_positive_087,72.67595672607422,74.91365051269531,62.74336624145508,-2.2376914024353027,16.0,0.0,rgb
nwpu_positive_088,77.46272277832031,82.09456634521484,69.40714263916016,-4.631845474243164,13.0,0.0004464285714285714,rgb
nwpu_positive_089,108.76388549804688,114.42217254638672,108.8594970703125,-5.6582932472229,9.0,0.0002403846153846154,rgb
nwpu_positive_090,102.09910583496094,110.4551773071289,98.07160949707031,-8.356071472167969,8.0,0.0,rgb
nwpu_positive_091,91.23165130615234,93.29403686523438,84.47689056396484,-2.062385320663452,13.0,0.0,rgb
nwpu_positive_092,74.55428314208984,82.2853012084961,66.54595184326172,-7.731011867523193,23.0,0.0004761904761904762,rgb
nwpu_positive_093,72.41780090332031,78.70336151123047,64.07437133789062,-6.285556793212891,13.0,0.0004726890756302521,rgb
nwpu_positive_094,81.36598205566406,87.34993743896484,74.67169952392578,-5.983962059020996,19.0,0.0007075471698113207,rgb
nwpu_positive_096,87.90570831298828,92.40252685546875,79.265625,-4.496814727783203,15.0,0.0006610576923076923,rgb
nwpu_positive_097,83.61139678955078,91.93829345703125,74.26115417480469,-8.326899528503418,15.0,6.127450980392157e-05,rgb
nwpu_positive_098,83.25306701660156,89.1897964477539,71.6822509765625,-5.936733722686768,16.0,0.0,rgb
nwpu_positive_099,84.0512466430664,91.69571685791016,75.8691635131836,-7.644464492797852,16.0,5.9523809523809524e-05,rgb
nwpu_positive_100,168.45835876464844,166.3898468017578,156.4364776611328,2.068509578704834,31.0,0.010997596153846155,rgb
nwpu_positive_102,76.21821594238281,82.298583984375,66.63042449951172,-6.0803656578063965,20.0,0.0025943396226415093,rgb
nwpu_positive_103,79.07536315917969,84.87689208984375,68.24455261230469,-5.801526069641113,33.0,0.011119186046511628,rgb
nwpu_positive_104,81.7123794555664,85.77727508544922,71.59614562988281,-4.064894676208496,16.0,0.00046728971962616824,rgb
nwpu_positive_105,82.09711456298828,86.1774673461914,69.43930053710938,-4.080348491668701,16.0,0.0001201923076923077,rgb
nwpu_positive_106,85.7258529663086,89.81573486328125,74.84625244140625,-4.08988618850708,16.0,5.681818181818182e-05,rgb
nwpu_positive_107,65.546875,72.08384704589844,57.304954528808594,-6.536969184875488,21.0,0.0005896226415094339,rgb
nwpu_positive_108,64.14141082763672,72.3336410522461,54.07926559448242,-8.192231178283691,26.809999465942383,0.0040887850467289715,rgb
nwpu_positive_109,115.95904541015625,114.14142608642578,109.10416412353516,1.8176190853118896,22.0,0.0014285714285714286,rgb
nwpu_positive_110,69.73978424072266,72.43731689453125,65.07073211669922,-2.697535991668701,15.0,6.009615384615385e-05,rgb
nwpu_positive_111,169.42898559570312,168.08351135253906,159.19679260253906,1.3454761505126953,32.0,0.011785714285714287,rgb
nwpu_positive_112,64.02916717529297,71.70916748046875,55.39321517944336,-7.679999828338623,17.0,5.9523809523809524e-05,rgb
nwpu_positive_114,76.68903350830078,80.45294952392578,64.17010498046875,-3.7639150619506836,21.0,0.0,rgb
nwpu_positive_115,105.1097640991211,102.82166290283203,90.48565673828125,2.288095235824585,33.0,0.011369047619047619,rgb
nwpu_positive_116,74.29178619384766,77.5134506225586,59.64006042480469,-3.2216665744781494,26.0,0.006130952380952381,rgb
nwpu_positive_117,61.0787239074707,66.98775482177734,53.27714538574219,-5.909027576446533,16.0,6.313131313131313e-05,rgb
nwpu_positive_118,54.70130920410156,60.688926696777344,50.64118957519531,-5.987618923187256,17.0,0.0010119047619047618,rgb
nwpu_positive_119,58.49771499633789,64.01514434814453,54.72043228149414,-5.517427921295166,22.0,0.001201923076923077,rgb
nwpu_positive_121,70.81156921386719,73.66010284423828,65.52073669433594,-2.8485398292541504,14.0,0.00017523364485981307,rgb
nwpu_positive_123,45.586978912353516,52.72071838378906,39.6026611328125,-7.1337385177612305,53.0,0.0353587962962963,rgb
nwpu_positive_125,46.55925750732422,57.78643798828125,41.272640228271484,-11.227181434631348,12.0,5.89622641509434e-05,rgb
nwpu_positive_126,59.823246002197266,69.45677947998047,50.54906463623047,-9.633527755737305,19.0,0.004964953271028037,rgb
nwpu_positive_128,84.92388153076172,96.84580993652344,85.24728393554688,-11.921934127807617,14.0,0.004658018867924528,rgb
nwpu_positive_129,86.39440155029297,95.28125,83.74044799804688,-8.88685131072998,11.0,0.00029481132075471697,rgb
nwpu_positive_130,79.83744049072266,91.29045104980469,80.81786346435547,-11.453006744384766,10.0,0.0004716981132075472,rgb
nwpu_positive_131,87.402099609375,97.58697509765625,87.4312515258789,-10.184871673583984,11.0,0.00046728971962616824,rgb
nwpu_positive_132,121.42051696777344,126.42393493652344,111.74952697753906,-5.003419876098633,36.0,0.020931603773584904,rgb
nwpu_positive_133,86.2328109741211,86.87714385986328,75.10694122314453,-0.6443287134170532,42.0,0.029976851851851852,rgb
