crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,iou,iou_band,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
nwpu_positive_014_005,nwpu_positive_014,train,1,airplane,600,38,672,144,7560,1063,590,rgb,0.4369,0.4-0.5,,116,1.931,False,0.562
nwpu_positive_014_006,nwpu_positive_014,train,1,airplane,729,48,804,145,7314,1063,590,rgb,0.6104,0.6-0.7,,107,2.093,False,0.639
nwpu_positive_014_007,nwpu_positive_014,train,1,airplane,632,293,736,346,5477,1063,590,rgb,0.527,0.5-0.6,,114,1.965,False,0.421
nwpu_positive_014_008,nwpu_positive_014,train,1,airplane,921,138,1000,222,6639,1063,590,rgb,0.4938,0.4-0.5,,93,2.409,False,0.768
nwpu_positive_014_009,nwpu_positive_014,train,1,airplane,859,336,996,472,18694,1063,590,rgb,0.4227,0.4-0.5,,151,1.483,False,0.82
nwpu_positive_015_000,nwpu_positive_015,val,1,airplane,39,276,176,382,14465,927,641,rgb,0.5954,0.5-0.6,,150,1.493,False,0.643
nwpu_positive_015_001,nwpu_positive_015,val,1,airplane,119,269,235,386,13487,927,641,rgb,0.561,0.5-0.6,,129,1.736,False,0.81
nwpu_positive_015_002,nwpu_positive_015,val,1,airplane,388,462,509,568,12821,927,641,rgb,0.6887,0.6-0.7,,133,1.684,False,0.725
nwpu_positive_015_003,nwpu_positive_015,val,1,airplane,525,43,665,117,10226,927,641,rgb,0.5355,0.5-0.6,,153,1.464,False,0.437
nwpu_positive_015_004,nwpu_positive_015,val,1,airplane,630,0,766,97,13248,927,641,rgb,0.4596,0.4-0.5,,150,1.493,False,0.589
nwpu_positive_015_005,nwpu_positive_015,val,1,airplane,736,339,857,453,13729,927,641,rgb,0.5537,0.5-0.6,,133,1.684,False,0.776
nwpu_positive_015_006,nwpu_positive_015,val,1,airplane,712,7,837,112,13135,927,641,rgb,0.5566,0.5-0.6,,137,1.635,False,0.7
nwpu_positive_017_000,nwpu_positive_017,train,1,airplane,68,493,154,599,9126,1020,630,rgb,0.6382,0.6-0.7,,116,1.931,False,0.678
nwpu_positive_017_001,nwpu_positive_017,train,1,airplane,204,387,306,429,4192,1020,630,rgb,0.417,0.4-0.5,,111,2.018,False,0.34
nwpu_positive_017_002,nwpu_positive_017,train,1,airplane,287,473,342,540,3638,1020,630,rgb,0.4773,0.4-0.5,,73,3.068,False,0.683
nwpu_positive_017_003,nwpu_positive_017,train,1,airplane,250,542,380,614,9392,1020,630,rgb,0.6408,0.6-0.7,,143,1.566,False,0.459
nwpu_positive_017_004,nwpu_positive_017,train,1,airplane,186,87,263,176,6783,1020,630,rgb,0.5675,0.5-0.6,,98,2.286,False,0.706
nwpu_positive_017_005,nwpu_positive_017,train,1,airplane,481,41,548,103,4122,1020,630,rgb,0.4184,0.4-0.5,,73,3.068,False,0.773
nwpu_positive_017_006,nwpu_positive_017,train,1,airplane,524,93,624,198,10389,1020,630,rgb,0.6439,0.6-0.7,,115,1.948,False,0.786
nwpu_positive_017_007,nwpu_positive_017,train,1,airplane,441,229,542,287,5881,1020,630,rgb,0.6171,0.6-0.7,,112,2.0,False,0.469
nwpu_positive_017_008,nwpu_positive_017,train,1,airplane,755,371,828,424,3826,1020,630,rgb,0.4126,0.4-0.5,,79,2.835,False,0.613
nwpu_positive_017_009,nwpu_positive_017,train,1,airplane,854,277,949,364,8209,1020,630,rgb,0.4471,0.4-0.5,,104,2.154,False,0.759
nwpu_positive_017_010,nwpu_positive_017,train,3,storage_tank,375,375,455,434,4701,1020,630,rgb,0.5599,0.5-0.6,,88,2.545,False,0.607
nwpu_positive_017_011,nwpu_positive_017,train,3,storage_tank,403,420,441,477,2164,1020,630,rgb,0.5139,0.5-0.6,,63,3.556,False,0.545
nwpu_positive_017_012,nwpu_positive_017,train,3,storage_tank,415,491,484,520,2058,1020,630,rgb,0.6191,0.6-0.7,,76,2.947,False,0.356
nwpu_positive_017_013,nwpu_positive_017,train,3,storage_tank,464,353,550,397,3799,1020,630,rgb,0.6417,0.6-0.7,,94,2.383,False,0.43
nwpu_positive_017_014,nwpu_positive_017,train,3,storage_tank,499,417,554,452,1960,1020,630,rgb,0.5902,0.5-0.6,,61,3.672,False,0.527
nwpu_positive_017_015,nwpu_positive_017,train,3,storage_tank,541,311,600,371,3565,1020,630,rgb,0.4867,0.4-0.5,,66,3.394,False,0.818
nwpu_positive_017_016,nwpu_positive_017,train,3,storage_tank,544,379,608,449,4494,1020,630,rgb,0.6552,0.6-0.7,,78,2.872,False,0.739
nwpu_positive_017_017,nwpu_positive_017,train,3,storage_tank,623,289,666,329,1675,1020,630,rgb,0.6575,0.6-0.7,,47,4.766,False,0.758
nwpu_positive_017_018,nwpu_positive_017,train,3,storage_tank,632,337,697,374,2386,1020,630,rgb,0.6282,0.6-0.7,,71,3.155,False,0.473
nwpu_positive_017_019,nwpu_positive_017,train,3,storage_tank,668,393,741,441,3545,1020,630,rgb,0.4201,0.4-0.5,,81,2.765,False,0.54
nwpu_positive_018_000,nwpu_positive_018,train,1,airplane,49,323,132,411,7378,533,637,rgb,0.5964,0.5-0.6,,97,2.309,False,0.784
nwpu_positive_018_001,nwpu_positive_018,train,1,airplane,46,432,176,544,14523,533,637,rgb,0.5608,0.5-0.6,,143,1.566,False,0.71
nwpu_positive_018_002,nwpu_positive_018,train,1,airplane,79,543,160,637,7681,533,637,rgb,0.5148,0.5-0.6,,104,2.154,False,0.71
nwpu_positive_018_003,nwpu_positive_018,train,1,airplane,218,212,311,319,9946,533,637,rgb,0.609,0.6-0.7,,118,1.898,False,0.714
nwpu_positive_018_004,nwpu_positive_018,train,1,airplane,374,0,483,84,9138,533,637,rgb,0.477,0.4-0.5,,120,1.867,False,0.635
nwpu_positive_021_000,nwpu_positive_021,train,1,airplane,107,71,184,183,8569,1356,939,rgb,0.6179,0.6-0.7,,123,1.821,False,0.566
nwpu_positive_021_001,nwpu_positive_021,train,1,airplane,225,54,341,157,11901,1356,939,rgb,0.607,0.6-0.7,,127,1.764,False,0.738
nwpu_positive_021_002,nwpu_positive_021,train,1,airplane,316,27,437,130,12402,1356,939,rgb,0.606,0.6-0.7,,132,1.697,False,0.712
nwpu_positive_021_003,nwpu_positive_021,train,1,airplane,460,65,579,134,8091,1356,939,rgb,0.4209,0.4-0.5,,131,1.71,False,0.471
nwpu_positive_021_004,nwpu_positive_021,train,1,airplane,556,105,691,200,12805,1356,939,rgb,0.5095,0.5-0.6,,148,1.514,False,0.585
nwpu_positive_021_005,nwpu_positive_021,train,1,airplane,643,55,737,159,9743,1356,939,rgb,0.5287,0.5-0.6,,114,1.965,False,0.75
nwpu_positive_021_006,nwpu_positive_021,train,1,airplane,767,114,894,175,7703,1356,939,rgb,0.4889,0.4-0.5,,140,1.6,False,0.393
nwpu_positive_021_007,nwpu_positive_021,train,1,airplane,882,82,1017,188,14310,1356,939,rgb,0.5857,0.5-0.6,,149,1.503,False,0.645
nwpu_positive_021_008,nwpu_positive_021,train,1,airplane,1006,60,1122,184,14361,1356,939,rgb,0.602,0.6-0.7,,137,1.635,False,0.765
nwpu_positive_021_009,nwpu_positive_021,train,1,airplane,1141,89,1286,181,13168,1356,939,rgb,0.6654,0.6-0.7,,159,1.409,False,0.521
nwpu_positive_021_010,nwpu_positive_021,train,1,airplane,45,259,154,366,11647,1356,939,rgb,0.4066,0.4-0.5,,120,1.867,False,0.809
nwpu_positive_021_011,nwpu_positive_021,train,1,airplane,113,505,228,626,13907,1356,939,rgb,0.4358,0.4-0.5,,133,1.684,False,0.786
nwpu_positive_021_012,nwpu_positive_021,train,1,airplane,106,617,224,725,12670,1356,939,rgb,0.6883,0.6-0.7,,129,1.736,False,0.761
nwpu_positive_021_013,nwpu_positive_021,train,1,airplane,135,728,203,819,6151,1356,939,rgb,0.6511,0.6-0.7,,100,2.24,False,0.615
nwpu_positive_021_014,nwpu_positive_021,train,3,storage_tank,768,470,828,544,4406,1356,939,rgb,0.582,0.5-0.6,,81,2.765,False,0.672
nwpu_positive_021_015,nwpu_positive_021,train,3,storage_tank,814,521,888,566,3294,1356,939,rgb,0.6844,0.6-0.7,,81,2.765,False,0.502
nwpu_positive_021_016,nwpu_positive_021,train,3,storage_tank,716,519,786,559,2816,1356,939,rgb,0.5413,0.5-0.6,,77,2.909,False,0.475
nwpu_positive_021_017,nwpu_positive_021,train,3,storage_tank,763,569,808,618,2192,1356,939,rgb,0.4331,0.4-0.5,,53,4.226,False,0.781
nwpu_positive_021_018,nwpu_positive_021,train,3,storage_tank,638,547,697,581,2009,1356,939,rgb,0.4451,0.4-0.5,,65,3.446,False,0.475
nwpu_positive_021_019,nwpu_positive_021,train,3,storage_tank,671,592,737,634,2843,1356,939,rgb,0.6484,0.6-0.7,,73,3.068,False,0.534
nwpu_positive_021_020,nwpu_positive_021,train,3,storage_tank,609,571,665,629,3249,1356,939,rgb,0.6088,0.6-0.7,,63,3.556,False,0.819
nwpu_positive_021_021,nwpu_positive_021,train,3,storage_tank,642,618,681,676,2251,1356,939,rgb,0.5046,0.5-0.6,,64,3.5,False,0.55
nwpu_positive_021_022,nwpu_positive_021,train,3,storage_tank,562,597,609,640,2039,1356,939,rgb,0.5018,0.5-0.6,,52,4.308,False,0.754
nwpu_positive_021_023,nwpu_positive_021,train,3,storage_tank,591,652,643,701,2520,1356,939,rgb,0.4541,0.4-0.5,,57,3.93,False,0.776
nwpu_positive_021_024,nwpu_positive_021,train,3,storage_tank,487,479,522,514,1210,1356,939,rgb,0.5841,0.5-0.6,,38,5.895,False,0.838
nwpu_positive_021_025,nwpu_positive_021,train,3,storage_tank,461,449,496,494,1551,1356,939,rgb,0.525,0.5-0.6,,49,4.571,False,0.646
nwpu_positive_022_000,nwpu_positive_022,val,1,airplane,33,112,106,199,6324,1176,510,rgb,0.4829,0.4-0.5,,96,2.333,False,0.686
nwpu_positive_022_001,nwpu_positive_022,val,1,airplane,159,109,204,203,4231,1176,510,rgb,0.4288,0.4-0.5,,103,2.175,False,0.399
nwpu_positive_022_002,nwpu_positive_022,val,1,airplane,238,110,311,220,7993,1176,510,rgb,0.6549,0.6-0.7,,120,1.867,False,0.555
nwpu_positive_022_003,nwpu_positive_022,val,1,airplane,330,127,392,183,3505,1176,510,rgb,0.4951,0.4-0.5,,68,3.294,False,0.758
nwpu_positive_022_004,nwpu_positive_022,val,1,airplane,526,119,594,208,6052,1176,510,rgb,0.5698,0.5-0.6,,98,2.286,False,0.63
nwpu_positive_022_005,nwpu_positive_022,val,1,airplane,756,115,851,195,7540,1176,510,rgb,0.6183,0.6-0.7,,104,2.154,False,0.697
nwpu_positive_022_006,nwpu_positive_022,val,1,airplane,1020,103,1101,172,5583,1176,510,rgb,0.5516,0.5-0.6,,89,2.517,False,0.705
nwpu_positive_022_007,nwpu_positive_022,val,1,airplane,1000,0,1103,59,6131,1176,510,rgb,0.5689,0.5-0.6,,114,1.965,False,0.472
nwpu_positive_022_008,nwpu_positive_022,val,1,airplane,38,296,105,399,7027,1176,510,rgb,0.6499,0.6-0.7,,114,1.965,False,0.541
nwpu_positive_022_009,nwpu_positive_022,val,1,airplane,238,291,298,349,3442,1176,510,rgb,0.4224,0.4-0.5,,65,3.446,False,0.815
nwpu_positive_022_010,nwpu_positive_022,val,1,airplane,339,276,390,357,4048,1176,510,rgb,0.6523,0.6-0.7,,89,2.517,False,0.511
nwpu_positive_022_011,nwpu_positive_022,val,1,airplane,522,245,603,345,8029,1176,510,rgb,0.5357,0.5-0.6,,110,2.036,False,0.664
nwpu_positive_022_012,nwpu_positive_022,val,1,airplane,627,249,697,324,5268,1176,510,rgb,0.6199,0.6-0.7,,82,2.732,False,0.783
nwpu_positive_022_013,nwpu_positive_022,val,1,airplane,736,327,814,372,3515,1176,510,rgb,0.4177,0.4-0.5,,86,2.605,False,0.475
nwpu_positive_022_014,nwpu_positive_022,val,1,airplane,875,345,944,418,4941,1176,510,rgb,0.4662,0.4-0.5,,80,2.8,False,0.772
nwpu_positive_022_015,nwpu_positive_022,val,1,airplane,983,259,1051,346,5858,1176,510,rgb,0.6067,0.6-0.7,,96,2.333,False,0.636
nwpu_positive_022_016,nwpu_positive_022,val,1,airplane,1074,254,1126,320,3390,1176,510,rgb,0.6154,0.6-0.7,,73,3.068,False,0.636
nwpu_positive_023_000,nwpu_positive_023,train,1,airplane,43,726,89,783,2641,948,796,rgb,0.5649,0.5-0.6,,63,3.556,False,0.665
nwpu_positive_023_001,nwpu_positive_023,train,1,airplane,357,494,407,544,2476,948,796,rgb,0.6375,0.6-0.7,,55,4.073,False,0.819
nwpu_positive_023_002,nwpu_positive_023,train,1,airplane,532,351,574,420,2868,948,796,rgb,0.4794,0.4-0.5,,76,2.947,False,0.497
nwpu_positive_023_003,nwpu_positive_023,train,1,airplane,577,331,632,399,3719,948,796,rgb,0.4962,0.4-0.5,,75,2.987,False,0.661
nwpu_positive_023_004,nwpu_positive_023,train,1,airplane,554,611,622,697,5844,948,796,rgb,0.5304,0.5-0.6,,94,2.383,False,0.661
nwpu_positive_024_000,nwpu_positive_024,train,1,airplane,39,129,82,206,3306,1200,425,rgb,0.5187,0.5-0.6,,86,2.605,False,0.447
nwpu_positive_024_001,nwpu_positive_024,train,1,airplane,103,127,144,192,2715,1200,425,rgb,0.538,0.5-0.6,,72,3.111,False,0.524
nwpu_positive_024_002,nwpu_positive_024,train,1,airplane,140,113,212,176,4560,1200,425,rgb,0.4251,0.4-0.5,,80,2.8,False,0.713
nwpu_positive_024_003,nwpu_positive_024,train,1,airplane,244,124,311,205,5467,1200,425,rgb,0.4688,0.4-0.5,,90,2.489,False,0.675
nwpu_positive_024_004,nwpu_positive_024,train,1,airplane,310,128,368,195,3933,1200,425,rgb,0.4626,0.4-0.5,,74,3.027,False,0.718
nwpu_positive_024_005,nwpu_positive_024,train,1,airplane,365,101,438,186,6187,1200,425,rgb,0.5899,0.5-0.6,,93,2.409,False,0.715
nwpu_positive_024_006,nwpu_positive_024,train,1,airplane,433,118,509,161,3179,1200,425,rgb,0.4451,0.4-0.5,,83,2.699,False,0.461
nwpu_positive_024_007,nwpu_positive_024,train,1,airplane,498,84,537,146,2428,1200,425,rgb,0.4204,0.4-0.5,,69,3.246,False,0.51
nwpu_positive_024_008,nwpu_positive_024,train,1,airplane,650,84,689,160,3004,1200,425,rgb,0.6813,0.6-0.7,,83,2.699,False,0.436
nwpu_positive_024_009,nwpu_positive_024,train,1,airplane,676,83,744,147,4337,1200,425,rgb,0.4907,0.4-0.5,,75,2.987,False,0.771
nwpu_positive_024_010,nwpu_positive_024,train,1,airplane,770,77,808,131,2022,1200,425,rgb,0.6272,0.6-0.7,,59,3.797,False,0.581
nwpu_positive_024_011,nwpu_positive_024,train,1,airplane,804,75,869,137,3973,1200,425,rgb,0.4798,0.4-0.5,,71,3.155,False,0.788
nwpu_positive_024_012,nwpu_positive_024,train,1,airplane,892,50,931,131,3190,1200,425,rgb,0.5202,0.5-0.6,,89,2.517,False,0.403
nwpu_positive_024_013,nwpu_positive_024,train,1,airplane,935,56,1001,126,4606,1200,425,rgb,0.6625,0.6-0.7,,77,2.909,False,0.777
nwpu_positive_024_014,nwpu_positive_024,train,1,airplane,996,46,1061,134,5807,1200,425,rgb,0.5766,0.5-0.6,,98,2.286,False,0.605
nwpu_positive_024_015,nwpu_positive_024,train,1,airplane,1073,76,1134,128,3162,1200,425,rgb,0.6783,0.6-0.7,,67,3.343,False,0.704
nwpu_positive_024_016,nwpu_positive_024,train,1,airplane,60,281,134,334,3876,1200,425,rgb,0.5055,0.5-0.6,,81,2.765,False,0.591
nwpu_positive_024_017,nwpu_positive_024,train,1,airplane,272,266,371,342,7555,1200,425,rgb,0.6302,0.6-0.7,,109,2.055,False,0.636
nwpu_positive_024_018,nwpu_positive_024,train,1,airplane,386,248,422,317,2508,1200,425,rgb,0.4212,0.4-0.5,,76,2.947,False,0.434
