proposal_id,split,verdict,corpus,image_uid,predicted_class,verified_class,iou,sensor,box_fill
background:bg_negative_image_nwpu_background_015_000,train,reject_background,background,nwpu_background_015,airplane,,0.0,rgb,0.8
background:bg_negative_image_nwpu_background_015_001,train,reject_background,background,nwpu_background_015,storage_tank,,0.0,rgb,0.635
background:bg_negative_image_nwpu_background_015_002,train,reject_background,background,nwpu_background_015,tennis_court,,0.0,rgb,0.599
background:bg_negative_image_nwpu_background_015_003,train,reject_background,background,nwpu_background_015,storage_tank,,0.0,rgb,0.623
background:bg_negative_image_nwpu_background_016_000,train,reject_background,background,nwpu_background_016,ship,,0.0,rgb,0.586
background:bg_negative_image_nwpu_background_016_001,train,reject_background,background,nwpu_background_016,storage_tank,,0.0,rgb,0.803
background:bg_negative_image_nwpu_background_016_002,train,reject_background,background,nwpu_background_016,airplane,,0.0,rgb,0.727
background:bg_negative_image_nwpu_background_016_003,train,reject_background,background,nwpu_background_016,baseball_diamond,,0.0,rgb,0.472
background:bg_negative_image_nwpu_background_017_000,train,reject_background,background,nwpu_background_017,baseball_diamond,,0.0,rgb,0.591
background:bg_negative_image_nwpu_background_017_001,train,reject_background,background,nwpu_background_017,storage_tank,,0.0,rgb,0.696
background:bg_negative_image_nwpu_background_017_002,train,reject_background,background,nwpu_background_017,harbor,,0.0,rgb,0.677
background:bg_negative_image_nwpu_background_017_003,train,reject_background,background,nwpu_background_017,baseball_diamond,,0.0,rgb,0.79
background:bg_negative_image_nwpu_background_018_000,train,reject_background,background,nwpu_background_018,vehicle,,0.0,rgb,0.646
background:bg_negative_image_nwpu_background_018_001,train,reject_background,background,nwpu_background_018,ground_track_field,,0.0,rgb,0.807
background:bg_negative_image_nwpu_background_018_002,train,reject_background,background,nwpu_background_018,harbor,,0.0,rgb,0.625
background:bg_negative_image_nwpu_background_018_003,train,reject_background,background,nwpu_background_018,harbor,,0.0,rgb,0.797
background:bg_negative_image_nwpu_background_019_000,train,reject_background,background,nwpu_background_019,airplane,,0.0,rgb,0.407
background:bg_negative_image_nwpu_background_019_001,train,reject_background,background,nwpu_background_019,tennis_court,,0.0,rgb,0.784
background:bg_negative_image_nwpu_background_019_002,train,reject_background,background,nwpu_background_019,harbor,,0.0,rgb,0.339
background:bg_negative_image_nwpu_background_019_003,train,reject_background,background,nwpu_background_019,airplane,,0.0,rgb,0.816
background:bg_negative_image_nwpu_background_020_000,train,reject_background,background,nwpu_background_020,vehicle,,0.0,rgb,0.222
background:bg_negative_image_nwpu_background_020_001,train,reject_background,background,nwpu_background_020,tennis_court,,0.0,rgb,0.503
background:bg_negative_image_nwpu_background_020_002,train,reject_background,background,nwpu_background_020,tennis_court,,0.0,rgb,0.548
background:bg_negative_image_nwpu_background_020_003,train,reject_background,background,nwpu_background_020,vehicle,,0.0,rgb,0.512
background:bg_negative_image_nwpu_background_021_000,train,reject_background,background,nwpu_background_021,vehicle,,0.0,rgb,0.603
background:bg_negative_image_nwpu_background_021_001,train,reject_background,background,nwpu_background_021,bridge,,0.0,rgb,0.713
background:bg_negative_image_nwpu_background_021_002,train,reject_background,background,nwpu_background_021,storage_tank,,0.0,rgb,0.304
background:bg_negative_image_nwpu_background_021_003,train,reject_background,background,nwpu_background_021,storage_tank,,0.0,rgb,0.437
background:bg_negative_image_nwpu_background_022_000,val,reject_background,background,nwpu_background_022,baseball_diamond,,0.0,rgb,0.594
background:bg_negative_image_nwpu_background_022_001,val,reject_background,background,nwpu_background_022,baseball_diamond,,0.0,rgb,0.675
background:bg_negative_image_nwpu_background_022_002,val,reject_background,background,nwpu_background_022,airplane,,0.0,rgb,0.709
background:bg_negative_image_nwpu_background_022_003,val,reject_background,background,nwpu_background_022,storage_tank,,0.0,rgb,0.654
background:bg_negative_image_nwpu_background_024_000,train,reject_background,background,nwpu_background_024,tennis_court,,0.0,rgb,0.736
background:bg_negative_image_nwpu_background_024_001,train,reject_background,background,nwpu_background_024,tennis_court,,0.0,rgb,0.434
background:bg_negative_image_nwpu_background_024_002,train,reject_background,background,nwpu_background_024,basketball_court,,0.0,rgb,0.569
background:bg_negative_image_nwpu_background_024_003,train,reject_background,background,nwpu_background_024,baseball_diamond,,0.0,rgb,0.517
background:bg_negative_image_nwpu_background_027_000,train,reject_background,background,nwpu_background_027,harbor,,0.0,rgb,0.772
background:bg_negative_image_nwpu_background_027_001,train,reject_background,background,nwpu_background_027,storage_tank,,0.0,rgb,0.399
background:bg_negative_image_nwpu_background_027_002,train,reject_background,background,nwpu_background_027,vehicle,,0.0,rgb,0.804
background:bg_negative_image_nwpu_background_027_003,train,reject_background,background,nwpu_background_027,vehicle,,0.0,rgb,0.681
background:bg_negative_image_nwpu_background_028_000,train,reject_background,background,nwpu_background_028,vehicle,,0.0,rgb,0.706
background:bg_negative_image_nwpu_background_028_001,train,reject_background,background,nwpu_background_028,vehicle,,0.0,rgb,0.656
background:bg_negative_image_nwpu_background_028_002,train,reject_background,background,nwpu_background_028,vehicle,,0.0,rgb,0.84
background:bg_negative_image_nwpu_background_028_003,train,reject_background,background,nwpu_background_028,ship,,0.0,rgb,0.429
background:bg_negative_image_nwpu_background_029_000,train,reject_background,background,nwpu_background_029,airplane,,0.0,rgb,0.721
background:bg_negative_image_nwpu_background_029_001,train,reject_background,background,nwpu_background_029,airplane,,0.0,rgb,0.713
background:bg_negative_image_nwpu_background_029_002,train,reject_background,background,nwpu_background_029,ground_track_field,,0.0,rgb,0.793
background:bg_negative_image_nwpu_background_029_003,train,reject_background,background,nwpu_background_029,baseball_diamond,,0.0,rgb,0.632
background:bg_negative_image_nwpu_background_030_000,val,reject_background,background,nwpu_background_030,airplane,,0.0,rgb,0.502
background:bg_negative_image_nwpu_background_030_001,val,reject_background,background,nwpu_background_030,vehicle,,0.0,rgb,0.714
background:bg_negative_image_nwpu_background_030_002,val,reject_background,background,nwpu_background_030,baseball_diamond,,0.0,rgb,0.33
background:bg_negative_image_nwpu_background_030_003,val,reject_background,background,nwpu_background_030,vehicle,,0.0,rgb,0.722
background:bg_negative_image_nwpu_background_031_000,train,reject_background,background,nwpu_background_031,tennis_court,,0.0,rgb,0.417
background:bg_negative_image_nwpu_background_031_001,train,reject_background,background,nwpu_background_031,storage_tank,,0.0,rgb,0.658
background:bg_negative_image_nwpu_background_031_002,train,reject_background,background,nwpu_background_031,storage_tank,,0.0,rgb,0.608
background:bg_negative_image_nwpu_background_031_003,train,reject_background,background,nwpu_background_031,basketball_court,,0.0,rgb,0.562
background:bg_negative_image_nwpu_background_032_000,val,reject_background,background,nwpu_background_032,storage_tank,,0.0,rgb,0.537
background:bg_negative_image_nwpu_background_032_001,val,reject_background,background,nwpu_background_032,airplane,,0.0,rgb,0.764
background:bg_negative_image_nwpu_background_032_002,val,reject_background,background,nwpu_background_032,vehicle,,0.0,rgb,0.323
background:bg_negative_image_nwpu_background_032_003,val,reject_background,background,nwpu_background_032,basketball_court,,0.0,rgb,0.205
background:bg_negative_image_nwpu_background_034_000,train,reject_background,background,nwpu_background_034,baseball_diamond,,0.0,rgb,0.771
background:bg_negative_image_nwpu_background_034_001,train,reject_background,background,nwpu_background_034,storage_tank,,0.0,rgb,0.502
background:bg_negative_image_nwpu_background_034_002,train,reject_background,background,nwpu_background_034,storage_tank,,0.0,rgb,0.764
background:bg_negative_image_nwpu_background_034_003,train,reject_background,background,nwpu_background_034,harbor,,0.0,rgb,0.817
background:bg_negative_image_nwpu_background_035_000,val,reject_background,background,nwpu_background_035,storage_tank,,0.0,rgb,0.76
background:bg_negative_image_nwpu_background_035_001,val,reject_background,background,nwpu_background_035,airplane,,0.0,rgb,0.675
background:bg_negative_image_nwpu_background_035_002,val,reject_background,background,nwpu_background_035,storage_tank,,0.0,rgb,0.496
background:bg_negative_image_nwpu_background_035_003,val,reject_background,background,nwpu_background_035,baseball_diamond,,0.0,rgb,0.665
background:bg_negative_image_nwpu_background_036_000,val,reject_background,background,nwpu_background_036,baseball_diamond,,0.0,rgb,0.729
background:bg_negative_image_nwpu_background_036_001,val,reject_background,background,nwpu_background_036,airplane,,0.0,rgb,0.754
background:bg_negative_image_nwpu_background_036_002,val,reject_background,background,nwpu_background_036,bridge,,0.0,rgb,0.686
background:bg_negative_image_nwpu_background_036_003,val,reject_background,background,nwpu_background_036,basketball_court,,0.0,rgb,0.826
background:bg_negative_image_nwpu_background_038_000,train,reject_background,background,nwpu_background_038,harbor,,0.0,rgb,0.765
background:bg_negative_image_nwpu_background_038_001,train,reject_background,background,nwpu_background_038,airplane,,0.0,rgb,0.815
background:bg_negative_image_nwpu_background_038_002,train,reject_background,background,nwpu_background_038,airplane,,0.0,rgb,0.793
background:bg_negative_image_nwpu_background_038_003,train,reject_background,background,nwpu_background_038,storage_tank,,0.0,rgb,0.743
background:bg_negative_image_nwpu_background_039_000,train,reject_background,background,nwpu_background_039,airplane,,0.0,rgb,0.723
background:bg_negative_image_nwpu_background_039_001,train,reject_background,background,nwpu_background_039,storage_tank,,0.0,rgb,0.512
background:bg_negative_image_nwpu_background_039_002,train,reject_background,background,nwpu_background_039,vehicle,,0.0,rgb,0.2
background:bg_negative_image_nwpu_background_039_003,train,reject_background,background,nwpu_background_039,harbor,,0.0,rgb,0.638
background:bg_negative_image_nwpu_background_040_000,train,reject_background,background,nwpu_background_040,vehicle,,0.0,rgb,0.738
background:bg_negative_image_nwpu_background_040_001,train,reject_background,background,nwpu_background_040,airplane,,0.0,rgb,0.823
background:bg_negative_image_nwpu_background_040_002,train,reject_background,background,nwpu_background_040,airplane,,0.0,rgb,0.419
background:bg_negative_image_nwpu_background_040_003,train,reject_background,background,nwpu_background_040,tennis_court,,0.0,rgb,0.715
background:bg_negative_image_nwpu_background_042_000,train,reject_background,background,nwpu_background_042,tennis_court,,0.0,rgb,0.78
background:bg_negative_image_nwpu_background_042_001,train,reject_background,background,nwpu_background_042,tennis_court,,0.0,rgb,0.762
background:bg_negative_image_nwpu_background_042_002,train,reject_background,background,nwpu_background_042,airplane,,0.0,rgb,0.598
background:bg_negative_image_nwpu_background_042_003,train,reject_background,background,nwpu_background_042,tennis_court,,0.0,rgb,0.422
background:bg_negative_image_nwpu_background_043_000,train,reject_background,background,nwpu_background_043,ground_track_field,,0.0,rgb,0.407
background:bg_negative_image_nwpu_background_043_001,train,reject_background,background,nwpu_background_043,basketball_court,,0.0,rgb,0.772
background:bg_negative_image_nwpu_background_043_002,train,reject_background,background,nwpu_background_043,airplane,,0.0,rgb,0.82
background:bg_negative_image_nwpu_background_043_003,train,reject_background,background,nwpu_background_043,vehicle,,0.0,rgb,0.508
background:bg_negative_image_nwpu_background_044_000,train,reject_background,background,nwpu_background_044,airplane,,0.0,rgb,0.684
background:bg_negative_image_nwpu_background_044_001,train,reject_background,background,nwpu_background_044,tennis_court,,0.0,rgb,0.797
background:bg_negative_image_nwpu_background_044_002,train,reject_background,background,nwpu_background_044,storage_tank,,0.0,rgb,0.817
background:bg_negative_image_nwpu_background_044_003,train,reject_background,background,nwpu_background_044,tennis_court,,0.0,rgb,0.648
background:bg_negative_image_nwpu_background_045_000,train,reject_background,background,nwpu_background_045,storage_tank,,0.0,rgb,0.413
background:bg_negative_image_nwpu_background_045_001,train,reject_background,background,nwpu_background_045,vehicle,,0.0,rgb,0.614
background:bg_negative_image_nwpu_background_045_002,train,reject_background,background,nwpu_background_045,airplane,,0.0,rgb,0.598
background:bg_negative_image_nwpu_background_045_003,train,reject_background,background,nwpu_background_045,airplane,,0.0,rgb,0.6
background:bg_negative_image_nwpu_background_046_000,train,reject_background,background,nwpu_background_046,storage_tank,,0.0,rgb,0.836
background:bg_negative_image_nwpu_background_046_001,train,reject_background,background,nwpu_background_046,bridge,,0.0,rgb,0.768
background:bg_negative_image_nwpu_background_046_002,train,reject_background,background,nwpu_background_046,airplane,,0.0,rgb,0.583
background:bg_negative_image_nwpu_background_046_003,train,reject_background,background,nwpu_background_046,airplane,,0.0,rgb,0.758
background:bg_negative_image_nwpu_background_047_000,train,reject_background,background,nwpu_background_047,basketball_court,,0.0,rgb,0.714
background:bg_negative_image_nwpu_background_047_001,train,reject_background,background,nwpu_background_047,airplane,,0.0,rgb,0.668
background:bg_negative_image_nwpu_background_047_002,train,reject_background,background,nwpu_background_047,airplane,,0.0,rgb,0.423
background:bg_negative_image_nwpu_background_047_003,train,reject_background,background,nwpu_background_047,vehicle,,0.0,rgb,0.755
background:bg_negative_image_nwpu_background_048_000,val,reject_background,background,nwpu_background_048,basketball_court,,0.0,rgb,0.747
background:bg_negative_image_nwpu_background_048_001,val,reject_background,background,nwpu_background_048,vehicle,,0.0,rgb,0.53
background:bg_negative_image_nwpu_background_048_002,val,reject_background,background,nwpu_background_048,vehicle,,0.0,rgb,0.518
background:bg_negative_image_nwpu_background_048_003,val,reject_background,background,nwpu_background_048,airplane,,0.0,rgb,0.548
background:bg_negative_image_nwpu_background_049_000,train,reject_background,background,nwpu_background_049,tennis_court,,0.0,rgb,0.826
background:bg_negative_image_nwpu_background_049_001,train,reject_background,background,nwpu_background_049,storage_tank,,0.0,rgb,0.813
background:bg_negative_image_nwpu_background_049_002,train,reject_background,background,nwpu_background_049,storage_tank,,0.0,rgb,0.502
background:bg_negative_image_nwpu_background_049_003,train,reject_background,background,nwpu_background_049,airplane,,0.0,rgb,0.381
background:bg_negative_image_nwpu_background_050_000,train,reject_background,background,nwpu_background_050,airplane,,0.0,rgb,0.24
background:bg_negative_image_nwpu_background_050_001,train,reject_background,background,nwpu_background_050,airplane,,0.0,rgb,0.538
background:bg_negative_image_nwpu_background_050_002,train,reject_background,background,nwpu_background_050,storage_tank,,0.0,rgb,0.81
background:bg_negative_image_nwpu_background_050_003,train,reject_background,background,nwpu_background_050,vehicle,,0.0,rgb,0.767
background:bg_negative_image_nwpu_background_051_000,train,reject_background,background,nwpu_background_051,storage_tank,,0.0,rgb,0.743
background:bg_negative_image_nwpu_background_051_001,train,reject_background,background,nwpu_background_051,storage_tank,,0.0,rgb,0.523
background:bg_negative_image_nwpu_background_051_002,train,reject_background,background,nwpu_background_051,vehicle,,0.0,rgb,0.548
background:bg_negative_image_nwpu_background_051_003,train,reject_background,background,nwpu_background_051,storage_tank,,0.0,rgb,0.171
background:bg_negative_image_nwpu_background_052_000,val,reject_background,background,nwpu_background_052,airplane,,0.0,rgb,0.777
background:bg_negative_image_nwpu_background_052_001,val,reject_background,background,nwpu_background_052,vehicle,,0.0,rgb,0.594
background:bg_negative_image_nwpu_background_052_002,val,reject_background,background,nwpu_background_052,ground_track_field,,0.0,rgb,0.42
background:bg_negative_image_nwpu_background_052_003,val,reject_background,background,nwpu_background_052,airplane,,0.0,rgb,0.508
background:bg_negative_image_nwpu_background_053_000,val,reject_background,background,nwpu_background_053,ship,,0.0,rgb,0.503
background:bg_negative_image_nwpu_background_053_001,val,reject_background,background,nwpu_background_053,vehicle,,0.0,rgb,0.405
background:bg_negative_image_nwpu_background_053_002,val,reject_background,background,nwpu_background_053,baseball_diamond,,0.0,rgb,0.542
background:bg_negative_image_nwpu_background_053_003,val,reject_background,background,nwpu_background_053,ship,,0.0,rgb,0.28
background:bg_negative_image_nwpu_background_054_000,train,reject_background,background,nwpu_background_054,airplane,,0.0,rgb,0.603
background:bg_negative_image_nwpu_background_054_001,train,reject_background,background,nwpu_background_054,airplane,,0.0,rgb,0.746
background:bg_negative_image_nwpu_background_054_002,train,reject_background,background,nwpu_background_054,airplane,,0.0,rgb,0.724
background:bg_negative_image_nwpu_background_054_003,train,reject_background,background,nwpu_background_054,tennis_court,,0.0,rgb,0.57
background:bg_negative_image_nwpu_background_056_000,train,reject_background,background,nwpu_background_056,vehicle,,0.0,rgb,0.784
background:bg_negative_image_nwpu_background_056_001,train,reject_background,background,nwpu_background_056,airplane,,0.0,rgb,0.34
background:bg_negative_image_nwpu_background_056_002,train,reject_background,background,nwpu_background_056,baseball_diamond,,0.0,rgb,0.637
background:bg_negative_image_nwpu_background_056_003,train,reject_background,background,nwpu_background_056,baseball_diamond,,0.0,rgb,0.683
background:bg_negative_image_nwpu_background_057_000,train,reject_background,background,nwpu_background_057,airplane,,0.0,rgb,0.733
background:bg_negative_image_nwpu_background_057_001,train,reject_background,background,nwpu_background_057,storage_tank,,0.0,rgb,0.677
background:bg_negative_image_nwpu_background_057_002,train,reject_background,background,nwpu_background_057,storage_tank,,0.0,rgb,0.353
background:bg_negative_image_nwpu_background_057_003,train,reject_background,background,nwpu_background_057,storage_tank,,0.0,rgb,0.814
background:bg_negative_image_nwpu_background_058_000,train,reject_background,background,nwpu_background_058,ground_track_field,,0.0,rgb,0.509
background:bg_negative_image_nwpu_background_058_001,train,reject_background,background,nwpu_background_058,storage_tank,,0.0,rgb,0.651
background:bg_negative_image_nwpu_background_058_002,train,reject_background,background,nwpu_background_058,airplane,,0.0,rgb,0.779
background:bg_negative_image_nwpu_background_058_003,train,reject_background,background,nwpu_background_058,airplane,,0.0,rgb,0.554
background:bg_negative_image_nwpu_background_059_000,train,reject_background,background,nwpu_background_059,vehicle,,0.0,rgb,0.661
background:bg_negative_image_nwpu_background_059_001,train,reject_background,background,nwpu_background_059,tennis_court,,0.0,rgb,0.762
background:bg_negative_image_nwpu_background_059_002,train,reject_background,background,nwpu_background_059,vehicle,,0.0,rgb,0.675
background:bg_negative_image_nwpu_background_059_003,train,reject_background,background,nwpu_background_059,vehicle,,0.0,rgb,0.728
background:bg_negative_image_nwpu_background_060_000,train,reject_background,background,nwpu_background_060,storage_tank,,0.0,rgb,0.719
background:bg_negative_image_nwpu_background_060_001,train,reject_background,background,nwpu_background_060,vehicle,,0.0,rgb,0.713
background:bg_negative_image_nwpu_background_060_002,train,reject_background,background,nwpu_background_060,harbor,,0.0,rgb,0.505
background:bg_negative_image_nwpu_background_060_003,train,reject_background,background,nwpu_background_060,airplane,,0.0,rgb,0.755
background:bg_negative_image_nwpu_background_061_000,train,reject_background,background,nwpu_background_061,airplane,,0.0,rgb,0.732
background:bg_negative_image_nwpu_background_061_001,train,reject_background,background,nwpu_background_061,airplane,,0.0,rgb,0.688
background:bg_negative_image_nwpu_background_061_002,train,reject_background,background,nwpu_background_061,airplane,,0.0,rgb,0.431
background:bg_negative_image_nwpu_background_061_003,train,reject_background,background,nwpu_background_061,bridge,,0.0,rgb,0.301
background:bg_negative_image_nwpu_background_062_000,train,reject_background,background,nwpu_background_062,storage_tank,,0.0,rgb,0.384
background:bg_negative_image_nwpu_background_062_001,train,reject_background,background,nwpu_background_062,tennis_court,,0.0,rgb,0.576
background:bg_negative_image_nwpu_background_062_002,train,reject_background,background,nwpu_background_062,storage_tank,,0.0,rgb,0.797
background:bg_negative_image_nwpu_background_062_003,train,reject_background,background,nwpu_background_062,airplane,,0.0,rgb,0.445
background:bg_negative_image_nwpu_background_063_000,train,reject_background,background,nwpu_background_063,tennis_court,,0.0,rgb,0.571
background:bg_negative_image_nwpu_background_063_001,train,reject_background,background,nwpu_background_063,bridge,,0.0,rgb,0.797
background:bg_negative_image_nwpu_background_063_002,train,reject_background,background,nwpu_background_063,airplane,,0.0,rgb,0.793
background:bg_negative_image_nwpu_background_063_003,train,reject_background,background,nwpu_background_063,baseball_diamond,,0.0,rgb,0.829
background:bg_negative_image_nwpu_background_064_000,train,reject_background,background,nwpu_background_064,basketball_court,,0.0,rgb,0.353
background:bg_negative_image_nwpu_background_064_001,train,reject_background,background,nwpu_background_064,baseball_diamond,,0.0,rgb,0.472
background:bg_negative_image_nwpu_background_064_002,train,reject_background,background,nwpu_background_064,tennis_court,,0.0,rgb,0.826
background:bg_negative_image_nwpu_background_064_003,train,reject_background,background,nwpu_background_064,tennis_court,,0.0,rgb,0.246
background:bg_negative_image_nwpu_background_065_000,train,reject_background,background,nwpu_background_065,storage_tank,,0.0,rgb,0.708
background:bg_negative_image_nwpu_background_065_001,train,reject_background,background,nwpu_background_065,airplane,,0.0,rgb,0.51
background:bg_negative_image_nwpu_background_065_002,train,reject_background,background,nwpu_background_065,tennis_court,,0.0,rgb,0.478
background:bg_negative_image_nwpu_background_065_003,train,reject_background,background,nwpu_background_065,storage_tank,,0.0,rgb,0.802
background:bg_negative_image_nwpu_background_066_000,train,reject_background,background,nwpu_background_066,baseball_diamond,,0.0,rgb,0.447
background:bg_negative_image_nwpu_background_066_001,train,reject_background,background,nwpu_background_066,storage_tank,,0.0,rgb,0.803
background:bg_negative_image_nwpu_background_066_002,train,reject_background,background,nwpu_background_066,ship,,0.0,rgb,0.758
background:bg_negative_image_nwpu_background_066_003,train,reject_background,background,nwpu_background_066,harbor,,0.0,rgb,0.777
background:bg_negative_image_nwpu_background_069_000,train,reject_background,background,nwpu_background_069,airplane,,0.0,rgb,0.725
background:bg_negative_image_nwpu_background_069_001,train,reject_background,background,nwpu_background_069,ship,,0.0,rgb,0.724
background:bg_negative_image_nwpu_background_069_002,train,reject_background,background,nwpu_background_069,airplane,,0.0,rgb,0.677
background:bg_negative_image_nwpu_background_069_003,train,reject_background,background,nwpu_background_069,airplane,,0.0,rgb,0.822
background:bg_negative_image_nwpu_background_070_000,train,reject_background,background,nwpu_background_070,airplane,,0.0,rgb,0.825
background:bg_negative_image_nwpu_background_070_001,train,reject_background,background,nwpu_background_070,vehicle,,0.0,rgb,0.692
background:bg_negative_image_nwpu_background_070_002,train,reject_background,background,nwpu_background_070,baseball_diamond,,0.0,rgb,0.711
background:bg_negative_image_nwpu_background_070_003,train,reject_background,background,nwpu_background_070,bridge,,0.0,rgb,0.372
background:bg_negative_image_nwpu_background_071_000,train,reject_background,background,nwpu_background_071,basketball_court,,0.0,rgb,0.328
background:bg_negative_image_nwpu_background_071_001,train,reject_background,background,nwpu_background_071,vehicle,,0.0,rgb,0.496
background:bg_negative_image_nwpu_background_071_002,train,reject_background,background,nwpu_background_071,storage_tank,,0.0,rgb,0.765
background:bg_negative_image_nwpu_background_071_003,train,reject_background,background,nwpu_background_071,vehicle,,0.0,rgb,0.778
background:bg_negative_image_nwpu_background_072_000,train,reject_background,background,nwpu_background_072,basketball_court,,0.0,rgb,0.639
background:bg_negative_image_nwpu_background_072_001,train,reject_background,background,nwpu_background_072,airplane,,0.0,rgb,0.826
background:bg_negative_image_nwpu_background_072_002,train,reject_background,background,nwpu_background_072,storage_tank,,0.0,rgb,0.709
background:bg_negative_image_nwpu_background_072_003,train,reject_background,background,nwpu_background_072,bridge,,0.0,rgb,0.707
background:bg_negative_image_nwpu_background_073_000,train,reject_background,background,nwpu_background_073,tennis_court,,0.0,rgb,0.501
background:bg_negative_image_nwpu_background_073_001,train,reject_background,background,nwpu_background_073,vehicle,,0.0,rgb,0.721
background:bg_negative_image_nwpu_background_073_002,train,reject_background,background,nwpu_background_073,ship,,0.0,rgb,0.677
background:bg_negative_image_nwpu_background_073_003,train,reject_background,background,nwpu_background_073,vehicle,,0.0,rgb,0.804
background:bg_negative_image_nwpu_background_074_000,train,reject_background,background,nwpu_background_074,storage_tank,,0.0,rgb,0.164
background:bg_negative_image_nwpu_background_074_001,train,reject_background,background,nwpu_background_074,baseball_diamond,,0.0,rgb,0.746
