proposal_id,verdict,predicted_class,verified_class,b2_score,vlm_p_yes
jitter_low:nwpu_positive_035_016,reject_localisation,airplane,airplane,0.010549,0.834947
jitter:nwpu_positive_431_013,relabel,ship,vehicle,0.010498,0.024009
jitter:nwpu_positive_234_001,relabel,tennis_court,baseball_diamond,0.010367,0.203718
jitter_low:nwpu_positive_584_003,reject_localisation,baseball_diamond,baseball_diamond,0.01033,0.78607
jitter_low:nwpu_positive_401_001,reject_localisation,vehicle,vehicle,0.010214,0.047058
jitter:nwpu_positive_575_001,adjust,baseball_diamond,baseball_diamond,0.009917,0.955313
jitter_low:nwpu_positive_318_014,reject_localisation,storage_tank,storage_tank,0.009801,0.062054
jitter:nwpu_positive_022_005,relabel,tennis_court,airplane,0.009593,0.011764
jitter_low:nwpu_positive_006_003,reject_localisation,airplane,airplane,0.009513,0.921173
jitter_low:nwpu_positive_118_000,reject_localisation,baseball_diamond,baseball_diamond,0.009307,0.019766
jitter_low:nwpu_positive_500_001,reject_localisation,ship,ship,0.009289,0.877145
jitter:nwpu_positive_038_007,relabel,storage_tank,airplane,0.009283,0.080737
jitter:nwpu_positive_316_000,relabel,basketball_court,storage_tank,0.009266,0.013321
jitter_low:nwpu_positive_015_002,reject_localisation,airplane,airplane,0.009264,0.853502
jitter_low:nwpu_positive_316_004,reject_localisation,storage_tank,storage_tank,0.009138,0.077155
jitter_low:nwpu_positive_022_014,reject_localisation,airplane,airplane,0.008908,0.533502
jitter_low:nwpu_positive_081_000,reject_localisation,baseball_diamond,baseball_diamond,0.008819,0.591254
jitter_low:nwpu_positive_563_010,reject_localisation,airplane,airplane,0.00867,0.606929
jitter:nwpu_positive_431_007,relabel,storage_tank,vehicle,0.008617,0.019371
jitter_low:nwpu_positive_504_008,reject_localisation,ship,ship,0.008499,0.814482
jitter:nwpu_positive_309_002,adjust,storage_tank,storage_tank,0.008337,0.096294
jitter_low:nwpu_positive_058_008,reject_localisation,airplane,airplane,0.008203,0.893845
jitter:nwpu_positive_035_000,relabel,storage_tank,airplane,0.007871,0.11993
jitter:nwpu_positive_563_012,relabel,vehicle,airplane,0.007863,0.772945
jitter_low:nwpu_positive_346_001,reject_localisation,tennis_court,tennis_court,0.007821,0.715656
jitter:nwpu_positive_035_017,relabel,tennis_court,airplane,0.007779,0.016456
jitter_low:nwpu_positive_308_004,reject_localisation,storage_tank,storage_tank,0.007743,0.94783
jitter_low:nwpu_positive_566_001,reject_localisation,baseball_diamond,baseball_diamond,0.007732,0.895523
jitter_low:nwpu_positive_015_001,reject_localisation,airplane,airplane,0.007355,0.881829
jitter:nwpu_positive_256_002,relabel,ground_track_field,baseball_diamond,0.007093,0.648837
jitter_low:nwpu_positive_375_001,reject_localisation,vehicle,vehicle,0.00702,0.824981
jitter_low:nwpu_positive_563_007,reject_localisation,airplane,airplane,0.006914,0.056107
jitter_low:nwpu_positive_639_000,reject_localisation,ground_track_field,ground_track_field,0.006846,0.857969
jitter:nwpu_positive_607_004,relabel,baseball_diamond,tennis_court,0.006843,0.055875
jitter:nwpu_positive_309_007,adjust,storage_tank,storage_tank,0.00683,0.559524
jitter_low:nwpu_positive_299_002,reject_localisation,ship,ship,0.006694,0.909024
jitter_low:nwpu_positive_607_008,reject_localisation,basketball_court,basketball_court,0.006655,0.796138
jitter_low:nwpu_positive_316_011,reject_localisation,storage_tank,storage_tank,0.006648,0.807136
jitter:nwpu_positive_302_000,relabel,harbor,ship,0.006611,0.322227
jitter:nwpu_positive_308_000,relabel,storage_tank,ship,0.006573,0.349343
jitter_low:nwpu_positive_044_014,reject_localisation,airplane,airplane,0.006563,0.864267
jitter:nwpu_positive_401_000,relabel,storage_tank,vehicle,0.006441,0.022847
jitter:nwpu_positive_044_017,relabel,storage_tank,airplane,0.006429,0.069479
jitter_low:nwpu_positive_044_008,reject_localisation,airplane,airplane,0.006374,0.725519
jitter_low:nwpu_positive_058_010,reject_localisation,airplane,airplane,0.006251,0.872006
jitter:nwpu_positive_414_007,relabel,ship,vehicle,0.006249,0.165346
jitter_low:nwpu_positive_519_004,reject_localisation,ship,ship,0.00616,0.149621
jitter:nwpu_positive_044_000,relabel,storage_tank,airplane,0.006123,0.068138
jitter:nwpu_positive_279_002,relabel,ship,harbor,0.006108,0.498385
jitter:nwpu_positive_006_000,relabel,storage_tank,airplane,0.006088,0.054452
jitter_low:nwpu_positive_584_000,reject_localisation,baseball_diamond,baseball_diamond,0.006039,0.151157
jitter_low:nwpu_positive_167_000,reject_localisation,bridge,bridge,0.005966,0.60234
jitter:nwpu_positive_503_007,adjust,ship,ship,0.005865,0.929945
jitter:nwpu_positive_252_001,relabel,baseball_diamond,tennis_court,0.005848,0.094734
jitter_low:nwpu_positive_022_006,reject_localisation,airplane,airplane,0.005758,0.917715
jitter_low:nwpu_positive_075_001,reject_localisation,airplane,airplane,0.005644,0.100575
jitter:nwpu_positive_279_003,relabel,ship,harbor,0.005566,0.659116
jitter_low:nwpu_positive_519_001,reject_localisation,ship,ship,0.005559,0.073521
jitter_low:nwpu_positive_038_012,reject_localisation,airplane,airplane,0.005171,0.807644
jitter_low:nwpu_positive_058_007,reject_localisation,airplane,airplane,0.00517,0.859321
jitter_low:nwpu_positive_252_009,reject_localisation,baseball_diamond,baseball_diamond,0.005098,0.879317
jitter_low:nwpu_positive_009_000,reject_localisation,airplane,airplane,0.005097,0.75959
jitter:nwpu_positive_208_001,adjust,tennis_court,tennis_court,0.00501,0.832414
jitter_low:nwpu_positive_010_002,reject_localisation,airplane,airplane,0.004943,0.832045
jitter_low:nwpu_positive_006_005,reject_localisation,airplane,airplane,0.004896,0.649035
jitter_low:nwpu_positive_044_024,reject_localisation,airplane,airplane,0.004807,0.729294
jitter:nwpu_positive_309_008,adjust,storage_tank,storage_tank,0.004766,0.703251
jitter:nwpu_positive_563_008,relabel,tennis_court,airplane,0.004755,0.124278
jitter:nwpu_positive_431_010,relabel,ship,vehicle,0.004688,0.112251
jitter:nwpu_positive_112_004,relabel,tennis_court,baseball_diamond,0.00468,0.19137
jitter:nwpu_positive_387_000,relabel,storage_tank,vehicle,0.004629,0.01315
jitter:nwpu_positive_374_001,adjust,vehicle,vehicle,0.004494,0.349453
jitter_low:nwpu_positive_475_000,reject_localisation,ground_track_field,ground_track_field,0.004462,0.648227
jitter_low:nwpu_positive_035_010,reject_localisation,airplane,airplane,0.004313,0.419318
jitter_low:nwpu_positive_038_002,reject_localisation,airplane,airplane,0.004305,0.931304
jitter_low:nwpu_positive_044_020,reject_localisation,airplane,airplane,0.004291,0.911327
jitter_low:nwpu_positive_431_014,reject_localisation,vehicle,vehicle,0.004179,0.023648
jitter_low:nwpu_positive_401_000,reject_localisation,vehicle,vehicle,0.004117,0.824539
jitter_low:nwpu_positive_114_002,reject_localisation,baseball_diamond,baseball_diamond,0.004101,0.894098
jitter_low:nwpu_positive_589_002,reject_localisation,baseball_diamond,baseball_diamond,0.004096,0.018424
jitter_low:nwpu_positive_561_001,reject_localisation,bridge,bridge,0.004059,0.575327
jitter:nwpu_positive_081_003,relabel,basketball_court,tennis_court,0.00403,0.140714
jitter_low:nwpu_positive_524_000,reject_localisation,ground_track_field,ground_track_field,0.004021,0.704968
jitter_low:nwpu_positive_316_003,reject_localisation,storage_tank,storage_tank,0.00386,0.806389
jitter_low:nwpu_positive_519_000,reject_localisation,ship,ship,0.003843,0.080714
jitter_low:nwpu_positive_559_000,reject_localisation,bridge,bridge,0.003654,0.89437
jitter_low:nwpu_positive_316_012,reject_localisation,storage_tank,storage_tank,0.003631,0.729502
jitter:nwpu_positive_044_014,relabel,tennis_court,airplane,0.003625,0.029311
jitter_low:nwpu_positive_015_004,reject_localisation,airplane,airplane,0.003622,0.666947
jitter_low:nwpu_positive_081_003,reject_localisation,tennis_court,tennis_court,0.003587,0.027316
jitter:nwpu_positive_318_001,relabel,vehicle,storage_tank,0.003526,0.014239
jitter_low:nwpu_positive_048_002,reject_localisation,airplane,airplane,0.003441,0.825501
jitter:nwpu_positive_390_002,relabel,storage_tank,vehicle,0.003411,0.093713
jitter:nwpu_positive_500_003,relabel,harbor,ship,0.003395,0.182925
jitter_low:nwpu_positive_035_018,reject_localisation,airplane,airplane,0.003345,0.658532
jitter:nwpu_positive_044_003,relabel,tennis_court,airplane,0.003319,0.011701
jitter_low:nwpu_positive_010_003,reject_localisation,airplane,airplane,0.003315,0.866301
jitter:nwpu_positive_015_000,relabel,storage_tank,airplane,0.003192,0.049423
jitter_low:nwpu_positive_010_000,reject_localisation,airplane,airplane,0.003189,0.015793
jitter_low:nwpu_positive_580_001,reject_localisation,baseball_diamond,baseball_diamond,0.00313,0.016666
jitter:nwpu_positive_044_001,relabel,storage_tank,airplane,0.003124,0.0893
jitter:nwpu_positive_620_000,relabel,baseball_diamond,ground_track_field,0.003092,0.055683
background:bg_positive_free_nwpu_positive_044_000,reject_background,airplane,,0.00306,0.076823
jitter:nwpu_positive_308_012,adjust,storage_tank,storage_tank,0.003044,0.042776
jitter:nwpu_positive_308_018,relabel,ship,storage_tank,0.003016,0.033692
jitter_low:nwpu_positive_308_002,reject_localisation,ship,ship,0.002894,0.672527
jitter_low:nwpu_positive_006_007,reject_localisation,airplane,airplane,0.002891,0.795836
jitter:nwpu_positive_504_005,relabel,storage_tank,ship,0.002868,0.528925
jitter:nwpu_positive_044_015,relabel,tennis_court,airplane,0.002848,0.016554
jitter_low:nwpu_positive_316_001,reject_localisation,storage_tank,storage_tank,0.002847,0.743485
jitter_low:nwpu_positive_035_008,reject_localisation,airplane,airplane,0.002823,0.816142
jitter_low:nwpu_positive_519_003,reject_localisation,ship,ship,0.00278,0.814144
jitter_low:nwpu_positive_114_004,reject_localisation,baseball_diamond,baseball_diamond,0.002763,0.8201
jitter:nwpu_positive_280_003,relabel,airplane,harbor,0.002741,0.037369
jitter_low:nwpu_positive_038_003,reject_localisation,airplane,airplane,0.002718,0.823445
jitter:nwpu_positive_270_002,relabel,ship,harbor,0.002693,0.711702
jitter_low:nwpu_positive_500_006,reject_localisation,ship,ship,0.002632,0.86258
jitter_low:nwpu_positive_589_005,reject_localisation,baseball_diamond,baseball_diamond,0.002594,0.010544
jitter:nwpu_positive_350_002,relabel,basketball_court,tennis_court,0.002526,0.204053
jitter_low:nwpu_positive_035_006,reject_localisation,airplane,airplane,0.00249,0.734269
jitter:nwpu_positive_430_007,relabel,ship,vehicle,0.002479,0.018967
jitter_low:nwpu_positive_117_000,reject_localisation,baseball_diamond,baseball_diamond,0.00245,0.905728
jitter_low:nwpu_positive_563_013,reject_localisation,airplane,airplane,0.002403,0.818272
jitter:nwpu_positive_142_000,adjust,basketball_court,basketball_court,0.0024,0.953211
jitter:nwpu_positive_058_006,relabel,storage_tank,airplane,0.002397,0.137851
jitter_low:nwpu_positive_035_012,reject_localisation,airplane,airplane,0.002383,0.808092
jitter_low:nwpu_positive_504_001,reject_localisation,ship,ship,0.002348,0.088809
jitter:nwpu_positive_318_002,relabel,vehicle,storage_tank,0.002338,0.022944
jitter_low:nwpu_positive_234_002,reject_localisation,baseball_diamond,baseball_diamond,0.002295,0.928507
jitter:nwpu_positive_318_004,relabel,ship,storage_tank,0.002288,0.016663
jitter_low:nwpu_positive_048_001,reject_localisation,airplane,airplane,0.002281,0.062877
jitter:nwpu_positive_503_000,relabel,harbor,ship,0.002255,0.1485
jitter:nwpu_positive_524_000,relabel,baseball_diamond,ground_track_field,0.002221,0.06451
jitter_low:nwpu_positive_302_001,reject_localisation,ship,ship,0.002119,0.149157
jitter:nwpu_positive_430_006,relabel,storage_tank,vehicle,0.002103,0.043132
jitter_low:nwpu_positive_500_000,reject_localisation,ship,ship,0.002099,0.029312
jitter_low:nwpu_positive_038_009,reject_localisation,airplane,airplane,0.002091,0.072653
jitter_low:nwpu_positive_503_009,reject_localisation,ship,ship,0.002002,0.470243
jitter:nwpu_positive_038_002,relabel,storage_tank,airplane,0.001975,0.042756
jitter_low:nwpu_positive_504_010,reject_localisation,ship,ship,0.001967,0.796276
jitter:nwpu_positive_161_000,relabel,baseball_diamond,basketball_court,0.001953,0.108112
jitter:nwpu_positive_431_019,relabel,ship,vehicle,0.001931,0.082595
jitter:nwpu_positive_318_000,adjust,storage_tank,storage_tank,0.001889,0.034459
jitter:nwpu_positive_503_005,relabel,storage_tank,ship,0.001857,0.321483
jitter:nwpu_positive_557_001,relabel,baseball_diamond,bridge,0.001848,0.020829
jitter_low:nwpu_positive_308_001,reject_localisation,ship,ship,0.001757,0.019976
jitter_low:nwpu_positive_503_007,reject_localisation,ship,ship,0.001741,0.560588
jitter:nwpu_positive_504_008,relabel,storage_tank,ship,0.00173,0.269589
jitter_low:nwpu_positive_035_009,reject_localisation,airplane,airplane,0.001694,0.821454
jitter_low:nwpu_positive_009_004,reject_localisation,airplane,airplane,0.001644,0.529898
jitter_low:nwpu_positive_058_009,reject_localisation,airplane,airplane,0.001628,0.762451
jitter_low:nwpu_positive_022_010,reject_localisation,airplane,airplane,0.00162,0.027349
jitter:nwpu_positive_561_000,relabel,baseball_diamond,bridge,0.001606,0.06493
jitter_low:nwpu_positive_044_019,reject_localisation,airplane,airplane,0.001594,0.030009
jitter_low:nwpu_positive_504_006,reject_localisation,ship,ship,0.001577,0.470264
jitter:nwpu_positive_316_009,adjust,storage_tank,storage_tank,0.001571,0.721413
jitter:nwpu_positive_316_006,relabel,ship,storage_tank,0.001564,0.073678
jitter_low:nwpu_positive_500_005,reject_localisation,ship,ship,0.001541,0.700058
jitter_low:nwpu_positive_627_000,reject_localisation,ground_track_field,ground_track_field,0.001463,0.812978
jitter_low:nwpu_positive_308_011,reject_localisation,storage_tank,storage_tank,0.001442,0.048199
jitter:nwpu_positive_309_001,relabel,harbor,ship,0.001364,0.621792
jitter:nwpu_positive_504_003,relabel,harbor,ship,0.001351,0.295324
jitter:nwpu_positive_559_000,relabel,baseball_diamond,bridge,0.001348,0.018236
jitter_low:nwpu_positive_044_010,reject_localisation,airplane,airplane,0.001346,0.935367
jitter:nwpu_positive_308_009,relabel,vehicle,storage_tank,0.00132,0.029766
jitter_low:nwpu_positive_308_000,reject_localisation,ship,ship,0.001296,0.030645
background:bg_positive_free_nwpu_positive_346_000,reject_background,tennis_court,,0.001285,0.114017
jitter:nwpu_positive_006_003,relabel,storage_tank,airplane,0.001272,0.031035
jitter:nwpu_positive_035_012,relabel,storage_tank,airplane,0.001268,0.128961
jitter:nwpu_positive_252_008,relabel,basketball_court,tennis_court,0.001247,0.121343
background:bg_positive_free_nwpu_positive_081_000,reject_background,tennis_court,,0.001226,0.05832
jitter:nwpu_positive_430_004,relabel,ship,vehicle,0.001218,0.024061
jitter:nwpu_positive_580_004,relabel,ground_track_field,baseball_diamond,0.001162,0.670133
jitter:nwpu_positive_589_009,relabel,basketball_court,tennis_court,0.001161,0.130431
jitter:nwpu_positive_615_001,relabel,basketball_court,tennis_court,0.001157,0.111926
jitter:nwpu_positive_589_001,relabel,tennis_court,baseball_diamond,0.001116,0.173298
jitter:nwpu_positive_035_006,relabel,storage_tank,airplane,0.001115,0.137051
jitter_low:nwpu_positive_112_006,reject_localisation,baseball_diamond,baseball_diamond,0.001111,0.937319
jitter_low:nwpu_positive_035_004,reject_localisation,airplane,airplane,0.001089,0.830121
jitter:nwpu_positive_309_006,adjust,storage_tank,storage_tank,0.001085,0.439649
jitter:nwpu_positive_504_010,relabel,storage_tank,ship,0.001072,0.349354
jitter_low:nwpu_positive_633_002,reject_localisation,baseball_diamond,baseball_diamond,0.00105,0.013163
jitter_low:nwpu_positive_234_000,reject_localisation,ground_track_field,ground_track_field,0.00104,0.704832
jitter_low:nwpu_positive_048_000,reject_localisation,airplane,airplane,0.001035,0.873464
background:bg_positive_free_nwpu_positive_430_000,reject_background,airplane,,0.001025,0.017407
jitter_low:nwpu_positive_256_002,reject_localisation,baseball_diamond,baseball_diamond,0.001013,0.054109
jitter_low:nwpu_positive_648_002,reject_localisation,baseball_diamond,baseball_diamond,0.00101,0.019744
jitter_low:nwpu_positive_015_006,reject_localisation,airplane,airplane,0.00096,0.75681
jitter_low:nwpu_positive_504_004,reject_localisation,ship,ship,0.000927,0.704478
jitter:nwpu_positive_015_001,relabel,storage_tank,airplane,0.000909,0.084463
jitter_low:nwpu_positive_316_009,reject_localisation,storage_tank,storage_tank,0.000871,0.923607
jitter:nwpu_positive_142_003,relabel,basketball_court,tennis_court,0.00087,0.128899
jitter_low:nwpu_positive_170_000,reject_localisation,bridge,bridge,0.000868,0.058474
jitter:nwpu_positive_044_016,relabel,tennis_court,airplane,0.000854,0.012331
jitter:nwpu_positive_163_001,relabel,tennis_court,basketball_court,0.000833,0.120562
jitter:nwpu_positive_375_000,relabel,storage_tank,vehicle,0.00083,0.028386
jitter_low:nwpu_positive_060_000,reject_localisation,airplane,airplane,0.000825,0.69635
jitter_low:nwpu_positive_350_004,reject_localisation,basketball_court,basketball_court,0.000797,0.785457
jitter:nwpu_positive_408_001,relabel,ship,vehicle,0.000791,0.041404
jitter:nwpu_positive_308_008,relabel,ship,storage_tank,0.00076,0.038079
jitter:nwpu_positive_252_003,relabel,ground_track_field,tennis_court,0.000735,0.057827
jitter:nwpu_positive_252_004,relabel,ground_track_field,tennis_court,0.000718,0.076702
jitter_low:nwpu_positive_316_007,reject_localisation,storage_tank,storage_tank,0.000669,0.894024
jitter:nwpu_positive_503_001,relabel,storage_tank,ship,0.000669,0.2697
jitter_low:nwpu_positive_038_010,reject_localisation,airplane,airplane,0.000645,0.177264
jitter:nwpu_positive_615_004,relabel,tennis_court,basketball_court,0.000626,0.557283
jitter_low:nwpu_positive_044_004,reject_localisation,airplane,airplane,0.000587,0.068556
jitter_low:nwpu_positive_316_002,reject_localisation,storage_tank,storage_tank,0.000571,0.039337
jitter_low:nwpu_positive_060_001,reject_localisation,airplane,airplane,0.000544,0.641722
jitter_low:nwpu_positive_044_011,reject_localisation,airplane,airplane,0.000535,0.042903
jitter_low:nwpu_positive_309_007,reject_localisation,storage_tank,storage_tank,0.000533,0.378709
jitter:nwpu_positive_593_003,relabel,tennis_court,basketball_court,0.000532,0.0996
jitter_low:nwpu_positive_044_005,reject_localisation,airplane,airplane,0.000525,0.023394
jitter_low:nwpu_positive_504_003,reject_localisation,ship,ship,0.000502,0.41619
jitter:nwpu_positive_309_012,relabel,vehicle,storage_tank,0.0005,0.054209
jitter_low:nwpu_positive_035_003,reject_localisation,airplane,airplane,0.000474,0.67495
jitter_low:nwpu_positive_309_005,reject_localisation,storage_tank,storage_tank,0.000447,0.045287
jitter:nwpu_positive_035_015,relabel,storage_tank,airplane,0.000436,0.071098
jitter:nwpu_positive_309_013,relabel,baseball_diamond,storage_tank,0.000434,0.054293
jitter_low:nwpu_positive_316_008,reject_localisation,storage_tank,storage_tank,0.00043,0.048369
jitter_low:nwpu_positive_500_002,reject_localisation,ship,ship,0.000394,0.744772
background:bg_positive_free_nwpu_positive_544_000,reject_background,vehicle,,0.000394,0.591054
jitter_low:nwpu_positive_247_005,reject_localisation,baseball_diamond,baseball_diamond,0.000392,0.952477
jitter:nwpu_positive_489_001,relabel,basketball_court,tennis_court,0.000385,0.188367
jitter:nwpu_positive_145_005,relabel,basketball_court,tennis_court,0.000319,0.059937
jitter_low:nwpu_positive_044_016,reject_localisation,airplane,airplane,0.000301,0.321438
background:bg_negative_image_nwpu_background_053_000,reject_background,ship,,0.000299,0.019509
jitter_low:nwpu_positive_400_000,reject_localisation,vehicle,vehicle,0.000276,0.159191
jitter_low:nwpu_positive_081_001,reject_localisation,baseball_diamond,baseball_diamond,0.000275,0.783006
jitter_low:nwpu_positive_280_004,reject_localisation,harbor,harbor,0.000263,0.439088
jitter_low:nwpu_positive_503_000,reject_localisation,ship,ship,0.000259,0.030726
jitter_low:nwpu_positive_374_001,reject_localisation,vehicle,vehicle,0.000257,0.024636
background:bg_positive_free_nwpu_positive_256_000,reject_background,storage_tank,,0.00024,0.023547
jitter:nwpu_positive_308_007,relabel,ship,storage_tank,0.000239,0.019889
