proposal_id,verdict,predicted_class,verified_class,b2_score,vlm_p_yes
jitter_low:nwpu_positive_252_002,reject_localisation,tennis_court,tennis_court,0.016172,0.119962
jitter:nwpu_positive_431_006,relabel,ship,vehicle,0.016065,0.378895
jitter:nwpu_positive_308_016,adjust,storage_tank,storage_tank,0.015987,0.620763
jitter_low:nwpu_positive_081_004,reject_localisation,tennis_court,tennis_court,0.015973,0.590955
jitter_low:nwpu_positive_563_002,reject_localisation,airplane,airplane,0.015909,0.562177
jitter_low:nwpu_positive_549_000,reject_localisation,baseball_diamond,baseball_diamond,0.015752,0.498761
jitter_low:nwpu_positive_058_003,reject_localisation,airplane,airplane,0.015222,0.912359
jitter_low:nwpu_positive_114_000,reject_localisation,baseball_diamond,baseball_diamond,0.014907,0.792653
jitter:nwpu_positive_400_001,adjust,vehicle,vehicle,0.014882,0.617991
jitter_low:nwpu_positive_044_018,reject_localisation,airplane,airplane,0.014879,0.876977
jitter_low:nwpu_positive_584_004,reject_localisation,baseball_diamond,baseball_diamond,0.014782,0.183499
jitter:nwpu_positive_504_001,relabel,harbor,ship,0.014671,0.226007
jitter_low:nwpu_positive_038_006,reject_localisation,airplane,airplane,0.014625,0.591929
jitter_low:nwpu_positive_489_004,reject_localisation,tennis_court,tennis_court,0.01455,0.876264
jitter_low:nwpu_positive_308_017,reject_localisation,storage_tank,storage_tank,0.014501,0.495258
jitter:nwpu_positive_112_000,relabel,ground_track_field,baseball_diamond,0.014483,0.620929
jitter:nwpu_positive_607_003,relabel,basketball_court,tennis_court,0.013973,0.269163
jitter:nwpu_positive_009_005,relabel,vehicle,airplane,0.013915,0.831971
jitter_low:nwpu_positive_022_013,reject_localisation,airplane,airplane,0.013846,0.438673
jitter_low:nwpu_positive_504_007,reject_localisation,ship,ship,0.013737,0.725059
jitter:nwpu_positive_309_014,adjust,storage_tank,storage_tank,0.013724,0.437823
jitter:nwpu_positive_318_005,adjust,storage_tank,storage_tank,0.013649,0.437823
jitter_low:nwpu_positive_252_003,reject_localisation,tennis_court,tennis_court,0.013487,0.562928
jitter_low:nwpu_positive_044_013,reject_localisation,airplane,airplane,0.01346,0.620542
jitter_low:nwpu_positive_112_007,reject_localisation,baseball_diamond,baseball_diamond,0.013251,0.729009
jitter_low:nwpu_positive_489_005,reject_localisation,basketball_court,basketball_court,0.013143,0.793261
jitter_low:nwpu_positive_377_001,reject_localisation,vehicle,vehicle,0.013138,0.831053
jitter:nwpu_positive_566_001,relabel,tennis_court,baseball_diamond,0.012995,0.119371
jitter_low:nwpu_positive_309_002,reject_localisation,storage_tank,storage_tank,0.01291,0.436714
jitter_low:nwpu_positive_639_001,reject_localisation,baseball_diamond,baseball_diamond,0.01283,0.95546
jitter:nwpu_positive_259_001,relabel,ground_track_field,baseball_diamond,0.012643,0.774998
jitter_low:nwpu_positive_519_005,reject_localisation,ship,ship,0.012606,0.84924
jitter_low:nwpu_positive_058_005,reject_localisation,airplane,airplane,0.012522,0.223114
jitter:nwpu_positive_022_012,relabel,tennis_court,airplane,0.012433,0.076106
jitter_low:nwpu_positive_241_000,reject_localisation,ground_track_field,ground_track_field,0.012402,0.774703
jitter_low:nwpu_positive_180_000,reject_localisation,bridge,bridge,0.01239,0.614453
jitter_low:nwpu_positive_022_012,reject_localisation,airplane,airplane,0.012346,0.377541
jitter:nwpu_positive_044_002,relabel,storage_tank,airplane,0.012264,0.182596
jitter:nwpu_positive_308_011,adjust,storage_tank,storage_tank,0.01226,0.270222
jitter_low:nwpu_positive_316_010,reject_localisation,storage_tank,storage_tank,0.0122,0.619696
jitter_low:nwpu_positive_022_008,reject_localisation,airplane,airplane,0.012164,0.891268
jitter_low:nwpu_positive_038_004,reject_localisation,airplane,airplane,0.012129,0.956425
jitter_low:nwpu_positive_414_007,reject_localisation,vehicle,vehicle,0.012109,0.528403
jitter:nwpu_positive_044_023,adjust,airplane,airplane,0.012007,0.965605
jitter_low:nwpu_positive_400_001,reject_localisation,vehicle,vehicle,0.011849,0.377541
jitter_low:nwpu_positive_318_010,reject_localisation,storage_tank,storage_tank,0.011671,0.618527
jitter:nwpu_positive_430_011,relabel,ship,vehicle,0.011637,0.319973
jitter_low:nwpu_positive_589_003,reject_localisation,baseball_diamond,baseball_diamond,0.011566,0.076175
jitter_low:nwpu_positive_309_009,reject_localisation,storage_tank,storage_tank,0.011546,0.560956
jitter:nwpu_positive_075_003,relabel,storage_tank,airplane,0.011498,0.14821
jitter_low:nwpu_positive_503_004,reject_localisation,ship,ship,0.011485,0.437823
jitter:nwpu_positive_493_001,relabel,baseball_diamond,tennis_court,0.011467,0.095509
jitter:nwpu_positive_580_002,relabel,ground_track_field,baseball_diamond,0.01146,0.67506
jitter_low:nwpu_positive_035_007,reject_localisation,airplane,airplane,0.011398,0.731059
jitter_low:nwpu_positive_022_016,reject_localisation,airplane,airplane,0.011264,0.32224
jitter:nwpu_positive_252_000,adjust,ground_track_field,ground_track_field,0.01109,0.937412
jitter_low:nwpu_positive_431_015,reject_localisation,vehicle,vehicle,0.010964,0.470555
jitter_low:nwpu_positive_308_014,reject_localisation,storage_tank,storage_tank,0.0108,0.775702
jitter_low:nwpu_positive_308_018,reject_localisation,storage_tank,storage_tank,0.010683,0.889353
jitter_low:nwpu_positive_309_001,reject_localisation,ship,ship,0.010627,0.271889
jitter_low:nwpu_positive_035_016,reject_localisation,airplane,airplane,0.010549,0.928835
jitter:nwpu_positive_431_013,relabel,ship,vehicle,0.010498,0.439373
jitter:nwpu_positive_234_001,relabel,tennis_court,baseball_diamond,0.010367,0.223451
jitter_low:nwpu_positive_584_003,reject_localisation,baseball_diamond,baseball_diamond,0.01033,0.848899
jitter_low:nwpu_positive_401_001,reject_localisation,vehicle,vehicle,0.010214,0.558468
jitter:nwpu_positive_575_001,adjust,baseball_diamond,baseball_diamond,0.009917,0.972609
jitter_low:nwpu_positive_318_014,reject_localisation,storage_tank,storage_tank,0.009801,0.320414
jitter:nwpu_positive_022_005,relabel,tennis_court,airplane,0.009593,0.047551
jitter_low:nwpu_positive_006_003,reject_localisation,airplane,airplane,0.009513,0.912924
jitter_low:nwpu_positive_118_000,reject_localisation,baseball_diamond,baseball_diamond,0.009307,0.186198
jitter_low:nwpu_positive_500_001,reject_localisation,ship,ship,0.009289,0.889402
jitter:nwpu_positive_038_007,relabel,storage_tank,airplane,0.009283,0.223067
jitter:nwpu_positive_316_000,relabel,basketball_court,storage_tank,0.009266,0.119741
jitter_low:nwpu_positive_015_002,reject_localisation,airplane,airplane,0.009264,0.677137
jitter_low:nwpu_positive_316_004,reject_localisation,storage_tank,storage_tank,0.009138,0.438673
jitter_low:nwpu_positive_022_014,reject_localisation,airplane,airplane,0.008908,0.26942
jitter_low:nwpu_positive_081_000,reject_localisation,baseball_diamond,baseball_diamond,0.008819,0.622459
jitter_low:nwpu_positive_563_010,reject_localisation,airplane,airplane,0.00867,0.645883
jitter:nwpu_positive_431_007,relabel,storage_tank,vehicle,0.008617,0.435784
jitter_low:nwpu_positive_504_008,reject_localisation,ship,ship,0.008499,0.889402
jitter:nwpu_positive_309_002,adjust,storage_tank,storage_tank,0.008337,0.5
jitter_low:nwpu_positive_058_008,reject_localisation,airplane,airplane,0.008203,0.677633
jitter:nwpu_positive_035_000,relabel,storage_tank,airplane,0.007871,0.376906
jitter:nwpu_positive_563_012,relabel,vehicle,airplane,0.007863,0.848755
jitter_low:nwpu_positive_346_001,reject_localisation,tennis_court,tennis_court,0.007821,0.827131
jitter:nwpu_positive_035_017,relabel,tennis_court,airplane,0.007779,0.095891
jitter_low:nwpu_positive_308_004,reject_localisation,storage_tank,storage_tank,0.007743,0.81461
jitter_low:nwpu_positive_566_001,reject_localisation,baseball_diamond,baseball_diamond,0.007732,0.910358
jitter_low:nwpu_positive_015_001,reject_localisation,airplane,airplane,0.007355,0.889353
jitter:nwpu_positive_256_002,relabel,ground_track_field,baseball_diamond,0.007093,0.561424
jitter_low:nwpu_positive_375_001,reject_localisation,vehicle,vehicle,0.00702,0.91674
jitter_low:nwpu_positive_563_007,reject_localisation,airplane,airplane,0.006914,0.322631
jitter_low:nwpu_positive_639_000,reject_localisation,ground_track_field,ground_track_field,0.006846,0.948846
jitter:nwpu_positive_607_004,relabel,baseball_diamond,tennis_court,0.006843,0.182708
jitter:nwpu_positive_309_007,adjust,storage_tank,storage_tank,0.00683,0.831747
jitter_low:nwpu_positive_299_002,reject_localisation,ship,ship,0.006694,0.750461
jitter_low:nwpu_positive_607_008,reject_localisation,basketball_court,basketball_court,0.006655,0.677137
jitter_low:nwpu_positive_316_011,reject_localisation,storage_tank,storage_tank,0.006648,0.950488
jitter:nwpu_positive_302_000,relabel,harbor,ship,0.006611,0.223375
jitter:nwpu_positive_308_000,relabel,storage_tank,ship,0.006573,0.377541
jitter_low:nwpu_positive_044_014,reject_localisation,airplane,airplane,0.006563,0.438782
jitter:nwpu_positive_401_000,relabel,storage_tank,vehicle,0.006441,0.320821
jitter:nwpu_positive_044_017,relabel,storage_tank,airplane,0.006429,0.321487
jitter_low:nwpu_positive_044_008,reject_localisation,airplane,airplane,0.006374,0.862843
jitter_low:nwpu_positive_058_010,reject_localisation,airplane,airplane,0.006251,0.903013
jitter:nwpu_positive_414_007,relabel,ship,vehicle,0.006249,0.439373
jitter_low:nwpu_positive_519_004,reject_localisation,ship,ship,0.00616,0.647502
jitter:nwpu_positive_044_000,relabel,storage_tank,airplane,0.006123,0.320821
jitter:nwpu_positive_279_002,relabel,ship,harbor,0.006108,0.561218
jitter:nwpu_positive_006_000,relabel,storage_tank,airplane,0.006088,0.269944
jitter_low:nwpu_positive_584_000,reject_localisation,baseball_diamond,baseball_diamond,0.006039,0.297783
jitter_low:nwpu_positive_167_000,reject_localisation,bridge,bridge,0.005966,0.560801
jitter:nwpu_positive_503_007,adjust,ship,ship,0.005865,0.320821
jitter:nwpu_positive_252_001,relabel,baseball_diamond,tennis_court,0.005848,0.321041
jitter_low:nwpu_positive_022_006,reject_localisation,airplane,airplane,0.005758,0.901474
jitter_low:nwpu_positive_075_001,reject_localisation,airplane,airplane,0.005644,0.321933
jitter:nwpu_positive_279_003,relabel,ship,harbor,0.005566,0.675946
jitter_low:nwpu_positive_519_001,reject_localisation,ship,ship,0.005559,0.436275
jitter_low:nwpu_positive_038_012,reject_localisation,airplane,airplane,0.005171,0.950998
jitter_low:nwpu_positive_058_007,reject_localisation,airplane,airplane,0.00517,0.753553
jitter_low:nwpu_positive_252_009,reject_localisation,baseball_diamond,baseball_diamond,0.005098,0.899534
jitter_low:nwpu_positive_009_000,reject_localisation,airplane,airplane,0.005097,0.944975
jitter:nwpu_positive_208_001,adjust,tennis_court,tennis_court,0.00501,0.407333
jitter_low:nwpu_positive_010_002,reject_localisation,airplane,airplane,0.004943,0.500598
jitter_low:nwpu_positive_006_005,reject_localisation,airplane,airplane,0.004896,0.972563
jitter_low:nwpu_positive_044_024,reject_localisation,airplane,airplane,0.004807,0.729663
jitter:nwpu_positive_309_008,adjust,storage_tank,storage_tank,0.004766,0.848523
jitter:nwpu_positive_563_008,relabel,tennis_court,airplane,0.004755,0.060415
jitter:nwpu_positive_431_010,relabel,ship,vehicle,0.004688,0.270052
jitter:nwpu_positive_112_004,relabel,tennis_court,baseball_diamond,0.00468,0.095641
jitter:nwpu_positive_387_000,relabel,storage_tank,vehicle,0.004629,0.376979
jitter:nwpu_positive_374_001,adjust,vehicle,vehicle,0.004494,0.677633
jitter_low:nwpu_positive_475_000,reject_localisation,ground_track_field,ground_track_field,0.004462,0.67776
jitter_low:nwpu_positive_035_010,reject_localisation,airplane,airplane,0.004313,0.752119
jitter_low:nwpu_positive_038_002,reject_localisation,airplane,airplane,0.004305,0.937831
jitter_low:nwpu_positive_044_020,reject_localisation,airplane,airplane,0.004291,0.944975
jitter_low:nwpu_positive_431_014,reject_localisation,vehicle,vehicle,0.004179,0.377541
jitter_low:nwpu_positive_401_000,reject_localisation,vehicle,vehicle,0.004117,0.618474
jitter_low:nwpu_positive_114_002,reject_localisation,baseball_diamond,baseball_diamond,0.004101,0.901068
jitter_low:nwpu_positive_589_002,reject_localisation,baseball_diamond,baseball_diamond,0.004096,0.148843
jitter_low:nwpu_positive_561_001,reject_localisation,bridge,bridge,0.004059,0.619978
jitter:nwpu_positive_081_003,relabel,basketball_court,tennis_court,0.00403,0.531209
jitter_low:nwpu_positive_524_000,reject_localisation,ground_track_field,ground_track_field,0.004021,0.620509
jitter_low:nwpu_positive_316_003,reject_localisation,storage_tank,storage_tank,0.00386,0.889418
jitter_low:nwpu_positive_519_000,reject_localisation,ship,ship,0.003843,0.619663
jitter_low:nwpu_positive_559_000,reject_localisation,bridge,bridge,0.003654,0.941944
jitter_low:nwpu_positive_316_012,reject_localisation,storage_tank,storage_tank,0.003631,0.83016
jitter:nwpu_positive_044_014,relabel,tennis_court,airplane,0.003625,0.095686
jitter_low:nwpu_positive_015_004,reject_localisation,airplane,airplane,0.003622,0.776026
jitter_low:nwpu_positive_081_003,reject_localisation,tennis_court,tennis_court,0.003587,0.270222
jitter:nwpu_positive_318_001,relabel,vehicle,storage_tank,0.003526,0.223229
jitter_low:nwpu_positive_048_002,reject_localisation,airplane,airplane,0.003441,0.929502
jitter:nwpu_positive_390_002,relabel,storage_tank,vehicle,0.003411,0.269944
jitter:nwpu_positive_500_003,relabel,harbor,ship,0.003395,0.0968
jitter_low:nwpu_positive_035_018,reject_localisation,airplane,airplane,0.003345,0.773602
jitter:nwpu_positive_044_003,relabel,tennis_court,airplane,0.003319,0.148283
jitter_low:nwpu_positive_010_003,reject_localisation,airplane,airplane,0.003315,0.88892
jitter:nwpu_positive_015_000,relabel,storage_tank,airplane,0.003192,0.095724
jitter_low:nwpu_positive_010_000,reject_localisation,airplane,airplane,0.003189,0.226869
jitter_low:nwpu_positive_580_001,reject_localisation,baseball_diamond,baseball_diamond,0.00313,0.270595
jitter:nwpu_positive_044_001,relabel,storage_tank,airplane,0.003124,0.148319
jitter:nwpu_positive_620_000,relabel,baseball_diamond,ground_track_field,0.003092,0.148205
background:bg_positive_free_nwpu_positive_044_000,reject_background,airplane,,0.00306,0.321671
jitter:nwpu_positive_308_012,adjust,storage_tank,storage_tank,0.003044,0.560135
jitter:nwpu_positive_308_018,relabel,ship,storage_tank,0.003016,0.320821
jitter_low:nwpu_positive_308_002,reject_localisation,ship,ship,0.002894,0.701831
jitter_low:nwpu_positive_006_007,reject_localisation,airplane,airplane,0.002891,0.648651
jitter:nwpu_positive_504_005,relabel,storage_tank,ship,0.002868,0.183286
jitter:nwpu_positive_044_015,relabel,tennis_court,airplane,0.002848,0.037454
jitter_low:nwpu_positive_316_001,reject_localisation,storage_tank,storage_tank,0.002847,0.621824
jitter_low:nwpu_positive_035_008,reject_localisation,airplane,airplane,0.002823,0.650356
jitter_low:nwpu_positive_519_003,reject_localisation,ship,ship,0.00278,0.876934
jitter_low:nwpu_positive_114_004,reject_localisation,baseball_diamond,baseball_diamond,0.002763,0.751413
jitter:nwpu_positive_280_003,relabel,airplane,harbor,0.002741,0.069582
jitter_low:nwpu_positive_038_003,reject_localisation,airplane,airplane,0.002718,0.91267
jitter:nwpu_positive_270_002,relabel,ship,harbor,0.002693,0.562197
jitter_low:nwpu_positive_500_006,reject_localisation,ship,ship,0.002632,0.795114
jitter_low:nwpu_positive_589_005,reject_localisation,baseball_diamond,baseball_diamond,0.002594,0.097696
jitter:nwpu_positive_350_002,relabel,basketball_court,tennis_court,0.002526,0.119281
jitter_low:nwpu_positive_035_006,reject_localisation,airplane,airplane,0.00249,0.84912
jitter:nwpu_positive_430_007,relabel,ship,vehicle,0.002479,0.379415
jitter_low:nwpu_positive_117_000,reject_localisation,baseball_diamond,baseball_diamond,0.00245,0.772596
jitter_low:nwpu_positive_563_013,reject_localisation,airplane,airplane,0.002403,0.619978
jitter:nwpu_positive_142_000,adjust,basketball_court,basketball_court,0.0024,0.978917
jitter:nwpu_positive_058_006,relabel,storage_tank,airplane,0.002397,0.182672
jitter_low:nwpu_positive_035_012,reject_localisation,airplane,airplane,0.002383,0.730083
jitter_low:nwpu_positive_504_001,reject_localisation,ship,ship,0.002348,0.379647
jitter:nwpu_positive_318_002,relabel,vehicle,storage_tank,0.002338,0.320821
jitter_low:nwpu_positive_234_002,reject_localisation,baseball_diamond,baseball_diamond,0.002295,0.930258
jitter:nwpu_positive_318_004,relabel,ship,storage_tank,0.002288,0.182819
jitter_low:nwpu_positive_048_001,reject_localisation,airplane,airplane,0.002281,0.498603
jitter:nwpu_positive_503_000,relabel,harbor,ship,0.002255,0.150746
jitter:nwpu_positive_524_000,relabel,baseball_diamond,ground_track_field,0.002221,0.047676
jitter_low:nwpu_positive_302_001,reject_localisation,ship,ship,0.002119,0.269708
jitter:nwpu_positive_430_006,relabel,storage_tank,vehicle,0.002103,0.436604
jitter_low:nwpu_positive_500_000,reject_localisation,ship,ship,0.002099,0.271256
jitter_low:nwpu_positive_038_009,reject_localisation,airplane,airplane,0.002091,0.321411
jitter_low:nwpu_positive_503_009,reject_localisation,ship,ship,0.002002,0.562177
jitter:nwpu_positive_038_002,relabel,storage_tank,airplane,0.001975,0.182709
jitter_low:nwpu_positive_504_010,reject_localisation,ship,ship,0.001967,0.620095
jitter:nwpu_positive_161_000,relabel,baseball_diamond,basketball_court,0.001953,0.060262
jitter:nwpu_positive_431_019,relabel,ship,vehicle,0.001931,0.497962
jitter:nwpu_positive_318_000,adjust,storage_tank,storage_tank,0.001889,0.321187
jitter:nwpu_positive_503_005,relabel,storage_tank,ship,0.001857,0.499236
jitter:nwpu_positive_557_001,relabel,baseball_diamond,bridge,0.001848,0.038423
jitter_low:nwpu_positive_308_001,reject_localisation,ship,ship,0.001757,0.5
jitter_low:nwpu_positive_503_007,reject_localisation,ship,ship,0.001741,0.5
jitter:nwpu_positive_504_008,relabel,storage_tank,ship,0.00173,0.436275
jitter_low:nwpu_positive_035_009,reject_localisation,airplane,airplane,0.001694,0.79546
jitter_low:nwpu_positive_009_004,reject_localisation,airplane,airplane,0.001644,0.439425
jitter_low:nwpu_positive_058_009,reject_localisation,airplane,airplane,0.001628,0.93052
jitter_low:nwpu_positive_022_010,reject_localisation,airplane,airplane,0.00162,0.183398
jitter:nwpu_positive_561_000,relabel,baseball_diamond,bridge,0.001606,0.068375
jitter_low:nwpu_positive_044_019,reject_localisation,airplane,airplane,0.001594,0.438906
jitter_low:nwpu_positive_504_006,reject_localisation,ship,ship,0.001577,0.702259
jitter:nwpu_positive_316_009,adjust,storage_tank,storage_tank,0.001571,0.378457
jitter:nwpu_positive_316_006,relabel,ship,storage_tank,0.001564,0.26947
jitter_low:nwpu_positive_500_005,reject_localisation,ship,ship,0.001541,0.562177
jitter_low:nwpu_positive_627_000,reject_localisation,ground_track_field,ground_track_field,0.001463,0.909692
jitter_low:nwpu_positive_308_011,reject_localisation,storage_tank,storage_tank,0.001442,0.436604
jitter:nwpu_positive_309_001,relabel,harbor,ship,0.001364,0.719354
jitter:nwpu_positive_504_003,relabel,harbor,ship,0.001351,0.224764
jitter:nwpu_positive_559_000,relabel,baseball_diamond,bridge,0.001348,0.033697
jitter_low:nwpu_positive_044_010,reject_localisation,airplane,airplane,0.001346,0.931394
jitter:nwpu_positive_308_009,relabel,vehicle,storage_tank,0.00132,0.562177
jitter_low:nwpu_positive_308_000,reject_localisation,ship,ship,0.001296,0.321411
background:bg_positive_free_nwpu_positive_346_000,reject_background,tennis_court,,0.001285,0.182952
jitter:nwpu_positive_006_003,relabel,storage_tank,airplane,0.001272,0.14816
jitter:nwpu_positive_035_012,relabel,storage_tank,airplane,0.001268,0.37673
jitter:nwpu_positive_252_008,relabel,basketball_court,tennis_court,0.001247,0.321177
background:bg_positive_free_nwpu_positive_081_000,reject_background,tennis_court,,0.001226,0.377541
jitter:nwpu_positive_430_004,relabel,ship,vehicle,0.001218,0.223311
jitter:nwpu_positive_580_004,relabel,ground_track_field,baseball_diamond,0.001162,0.728111
jitter:nwpu_positive_589_009,relabel,basketball_court,tennis_court,0.001161,0.095509
jitter:nwpu_positive_615_001,relabel,basketball_court,tennis_court,0.001157,0.499826
jitter:nwpu_positive_589_001,relabel,tennis_court,baseball_diamond,0.001116,0.119815
jitter:nwpu_positive_035_006,relabel,storage_tank,airplane,0.001115,0.268941
jitter_low:nwpu_positive_112_006,reject_localisation,baseball_diamond,baseball_diamond,0.001111,0.939924
jitter_low:nwpu_positive_035_004,reject_localisation,airplane,airplane,0.001089,0.795483
jitter:nwpu_positive_309_006,adjust,storage_tank,storage_tank,0.001085,0.900676
jitter:nwpu_positive_504_010,relabel,storage_tank,ship,0.001072,0.320156
jitter_low:nwpu_positive_633_002,reject_localisation,baseball_diamond,baseball_diamond,0.00105,0.183644
jitter_low:nwpu_positive_234_000,reject_localisation,ground_track_field,ground_track_field,0.00104,0.848791
jitter_low:nwpu_positive_048_000,reject_localisation,airplane,airplane,0.001035,0.590664
background:bg_positive_free_nwpu_positive_430_000,reject_background,airplane,,0.001025,0.377541
jitter_low:nwpu_positive_256_002,reject_localisation,baseball_diamond,baseball_diamond,0.001013,0.498901
jitter_low:nwpu_positive_648_002,reject_localisation,baseball_diamond,baseball_diamond,0.00101,0.320821
jitter_low:nwpu_positive_015_006,reject_localisation,airplane,airplane,0.00096,0.950928
jitter_low:nwpu_positive_504_004,reject_localisation,ship,ship,0.000927,0.648651
jitter:nwpu_positive_015_001,relabel,storage_tank,airplane,0.000909,0.183099
jitter_low:nwpu_positive_316_009,reject_localisation,storage_tank,storage_tank,0.000871,0.93052
jitter:nwpu_positive_142_003,relabel,basketball_court,tennis_court,0.00087,0.119331
jitter_low:nwpu_positive_170_000,reject_localisation,bridge,bridge,0.000868,0.148283
jitter:nwpu_positive_044_016,relabel,tennis_court,airplane,0.000854,0.029452
jitter:nwpu_positive_163_001,relabel,tennis_court,basketball_court,0.000833,0.182675
jitter:nwpu_positive_375_000,relabel,storage_tank,vehicle,0.00083,0.223177
jitter_low:nwpu_positive_060_000,reject_localisation,airplane,airplane,0.000825,0.851024
jitter_low:nwpu_positive_350_004,reject_localisation,basketball_court,basketball_court,0.000797,0.903514
jitter:nwpu_positive_408_001,relabel,ship,vehicle,0.000791,0.320821
jitter:nwpu_positive_308_008,relabel,ship,storage_tank,0.00076,0.44075
jitter:nwpu_positive_252_003,relabel,ground_track_field,tennis_court,0.000735,0.377541
jitter:nwpu_positive_252_004,relabel,ground_track_field,tennis_court,0.000718,0.62202
jitter_low:nwpu_positive_316_007,reject_localisation,storage_tank,storage_tank,0.000669,0.944116
jitter:nwpu_positive_503_001,relabel,storage_tank,ship,0.000669,0.26914
jitter_low:nwpu_positive_038_010,reject_localisation,airplane,airplane,0.000645,0.270222
jitter:nwpu_positive_615_004,relabel,tennis_court,basketball_court,0.000626,0.222855
jitter_low:nwpu_positive_044_004,reject_localisation,airplane,airplane,0.000587,0.376376
jitter_low:nwpu_positive_316_002,reject_localisation,storage_tank,storage_tank,0.000571,0.437823
jitter_low:nwpu_positive_060_001,reject_localisation,airplane,airplane,0.000544,0.622459
jitter_low:nwpu_positive_044_011,reject_localisation,airplane,airplane,0.000535,0.26962
jitter_low:nwpu_positive_309_007,reject_localisation,storage_tank,storage_tank,0.000533,0.502073
jitter:nwpu_positive_593_003,relabel,tennis_court,basketball_court,0.000532,0.095694
jitter_low:nwpu_positive_044_005,reject_localisation,airplane,airplane,0.000525,0.225629
jitter_low:nwpu_positive_504_003,reject_localisation,ship,ship,0.000502,0.5
jitter:nwpu_positive_309_012,relabel,vehicle,storage_tank,0.0005,0.499026
jitter_low:nwpu_positive_035_003,reject_localisation,airplane,airplane,0.000474,0.5
jitter_low:nwpu_positive_309_005,reject_localisation,storage_tank,storage_tank,0.000447,0.620929
jitter:nwpu_positive_035_015,relabel,storage_tank,airplane,0.000436,0.32007
jitter:nwpu_positive_309_013,relabel,baseball_diamond,storage_tank,0.000434,0.2227
jitter_low:nwpu_positive_316_008,reject_localisation,storage_tank,storage_tank,0.00043,0.621426
jitter_low:nwpu_positive_500_002,reject_localisation,ship,ship,0.000394,0.322077
background:bg_positive_free_nwpu_positive_544_000,reject_background,vehicle,,0.000394,0.437823
jitter_low:nwpu_positive_247_005,reject_localisation,baseball_diamond,baseball_diamond,0.000392,0.953027
jitter:nwpu_positive_489_001,relabel,basketball_court,tennis_court,0.000385,0.37778
jitter:nwpu_positive_145_005,relabel,basketball_court,tennis_court,0.000319,0.095449
jitter_low:nwpu_positive_044_016,reject_localisation,airplane,airplane,0.000301,0.378176
background:bg_negative_image_nwpu_background_053_000,reject_background,ship,,0.000299,0.321282
jitter_low:nwpu_positive_400_000,reject_localisation,vehicle,vehicle,0.000276,0.408071
jitter_low:nwpu_positive_081_001,reject_localisation,baseball_diamond,baseball_diamond,0.000275,0.727334
jitter_low:nwpu_positive_280_004,reject_localisation,harbor,harbor,0.000263,0.120781
jitter_low:nwpu_positive_503_000,reject_localisation,ship,ship,0.000259,0.203437
jitter_low:nwpu_positive_374_001,reject_localisation,vehicle,vehicle,0.000257,0.377541
background:bg_positive_free_nwpu_positive_256_000,reject_background,storage_tank,,0.00024,0.268941
jitter:nwpu_positive_308_007,relabel,ship,storage_tank,0.000239,0.270784
