proposal_id,verdict,predicted_class,verified_class,b2_score,vlm_p_yes
jitter:nwpu_positive_430_011,relabel,ship,vehicle,0.011637,0.0
jitter_low:nwpu_positive_589_003,reject_localisation,baseball_diamond,baseball_diamond,0.011566,0.0
jitter_low:nwpu_positive_309_009,reject_localisation,storage_tank,storage_tank,0.011546,0.999972
jitter:nwpu_positive_075_003,relabel,storage_tank,airplane,0.011498,3e-06
jitter_low:nwpu_positive_503_004,reject_localisation,ship,ship,0.011485,0.999978
jitter:nwpu_positive_493_001,relabel,baseball_diamond,tennis_court,0.011467,0.0
jitter:nwpu_positive_580_002,relabel,ground_track_field,baseball_diamond,0.01146,0.0
jitter_low:nwpu_positive_035_007,reject_localisation,airplane,airplane,0.011398,1.0
jitter_low:nwpu_positive_022_016,reject_localisation,airplane,airplane,0.011264,0.999987
jitter:nwpu_positive_252_000,adjust,ground_track_field,ground_track_field,0.01109,1.0
jitter_low:nwpu_positive_431_015,reject_localisation,vehicle,vehicle,0.010964,0.999997
jitter_low:nwpu_positive_308_014,reject_localisation,storage_tank,storage_tank,0.0108,0.999988
jitter_low:nwpu_positive_308_018,reject_localisation,storage_tank,storage_tank,0.010683,1.0
jitter_low:nwpu_positive_309_001,reject_localisation,ship,ship,0.010627,0.999999
jitter_low:nwpu_positive_035_016,reject_localisation,airplane,airplane,0.010549,1.0
jitter:nwpu_positive_431_013,relabel,ship,vehicle,0.010498,0.0
jitter:nwpu_positive_234_001,relabel,tennis_court,baseball_diamond,0.010367,0.0
jitter_low:nwpu_positive_584_003,reject_localisation,baseball_diamond,baseball_diamond,0.01033,0.999995
jitter_low:nwpu_positive_401_001,reject_localisation,vehicle,vehicle,0.010214,0.999995
jitter:nwpu_positive_575_001,adjust,baseball_diamond,baseball_diamond,0.009917,1.0
jitter_low:nwpu_positive_318_014,reject_localisation,storage_tank,storage_tank,0.009801,1.0
jitter:nwpu_positive_022_005,relabel,tennis_court,airplane,0.009593,0.0
jitter_low:nwpu_positive_006_003,reject_localisation,airplane,airplane,0.009513,0.999963
jitter_low:nwpu_positive_118_000,reject_localisation,baseball_diamond,baseball_diamond,0.009307,0.999968
jitter_low:nwpu_positive_500_001,reject_localisation,ship,ship,0.009289,1.0
jitter:nwpu_positive_038_007,relabel,storage_tank,airplane,0.009283,0.0
jitter:nwpu_positive_316_000,relabel,basketball_court,storage_tank,0.009266,0.0
jitter_low:nwpu_positive_015_002,reject_localisation,airplane,airplane,0.009264,0.999999
jitter_low:nwpu_positive_316_004,reject_localisation,storage_tank,storage_tank,0.009138,0.999998
jitter_low:nwpu_positive_022_014,reject_localisation,airplane,airplane,0.008908,1.0
jitter_low:nwpu_positive_081_000,reject_localisation,baseball_diamond,baseball_diamond,0.008819,0.999994
jitter_low:nwpu_positive_563_010,reject_localisation,airplane,airplane,0.00867,1.0
jitter:nwpu_positive_431_007,relabel,storage_tank,vehicle,0.008617,0.0
jitter_low:nwpu_positive_504_008,reject_localisation,ship,ship,0.008499,1.0
jitter:nwpu_positive_309_002,adjust,storage_tank,storage_tank,0.008337,0.999998
jitter_low:nwpu_positive_058_008,reject_localisation,airplane,airplane,0.008203,1.0
jitter:nwpu_positive_035_000,relabel,storage_tank,airplane,0.007871,0.0
jitter:nwpu_positive_563_012,relabel,vehicle,airplane,0.007863,0.999954
jitter_low:nwpu_positive_346_001,reject_localisation,tennis_court,tennis_court,0.007821,1.0
jitter:nwpu_positive_035_017,relabel,tennis_court,airplane,0.007779,1e-06
jitter_low:nwpu_positive_308_004,reject_localisation,storage_tank,storage_tank,0.007743,0.999989
jitter_low:nwpu_positive_566_001,reject_localisation,baseball_diamond,baseball_diamond,0.007732,1.0
jitter_low:nwpu_positive_015_001,reject_localisation,airplane,airplane,0.007355,0.999995
jitter:nwpu_positive_256_002,relabel,ground_track_field,baseball_diamond,0.007093,0.0
jitter_low:nwpu_positive_375_001,reject_localisation,vehicle,vehicle,0.00702,0.999996
jitter_low:nwpu_positive_563_007,reject_localisation,airplane,airplane,0.006914,0.999998
jitter_low:nwpu_positive_639_000,reject_localisation,ground_track_field,ground_track_field,0.006846,1.0
jitter:nwpu_positive_607_004,relabel,baseball_diamond,tennis_court,0.006843,0.0
jitter:nwpu_positive_309_007,adjust,storage_tank,storage_tank,0.00683,0.999993
jitter_low:nwpu_positive_299_002,reject_localisation,ship,ship,0.006694,1.0
jitter_low:nwpu_positive_607_008,reject_localisation,basketball_court,basketball_court,0.006655,0.999998
jitter_low:nwpu_positive_316_011,reject_localisation,storage_tank,storage_tank,0.006648,0.999994
jitter:nwpu_positive_302_000,relabel,harbor,ship,0.006611,0.0
jitter:nwpu_positive_308_000,relabel,storage_tank,ship,0.006573,5e-06
jitter_low:nwpu_positive_044_014,reject_localisation,airplane,airplane,0.006563,0.999995
jitter:nwpu_positive_401_000,relabel,storage_tank,vehicle,0.006441,1e-06
jitter:nwpu_positive_044_017,relabel,storage_tank,airplane,0.006429,0.0
jitter_low:nwpu_positive_044_008,reject_localisation,airplane,airplane,0.006374,0.999999
jitter_low:nwpu_positive_058_010,reject_localisation,airplane,airplane,0.006251,1.0
jitter:nwpu_positive_414_007,relabel,ship,vehicle,0.006249,0.0
jitter_low:nwpu_positive_519_004,reject_localisation,ship,ship,0.00616,0.999995
jitter:nwpu_positive_044_000,relabel,storage_tank,airplane,0.006123,3e-06
jitter:nwpu_positive_279_002,relabel,ship,harbor,0.006108,0.0
jitter:nwpu_positive_006_000,relabel,storage_tank,airplane,0.006088,1e-06
jitter_low:nwpu_positive_584_000,reject_localisation,baseball_diamond,baseball_diamond,0.006039,0.999999
jitter_low:nwpu_positive_167_000,reject_localisation,bridge,bridge,0.005966,1.0
jitter:nwpu_positive_503_007,adjust,ship,ship,0.005865,0.999984
jitter:nwpu_positive_252_001,relabel,baseball_diamond,tennis_court,0.005848,2e-06
jitter_low:nwpu_positive_022_006,reject_localisation,airplane,airplane,0.005758,1.0
jitter_low:nwpu_positive_075_001,reject_localisation,airplane,airplane,0.005644,1.0
jitter:nwpu_positive_279_003,relabel,ship,harbor,0.005566,0.999569
jitter_low:nwpu_positive_519_001,reject_localisation,ship,ship,0.005559,0.999935
jitter_low:nwpu_positive_038_012,reject_localisation,airplane,airplane,0.005171,0.999997
jitter_low:nwpu_positive_058_007,reject_localisation,airplane,airplane,0.00517,1.0
jitter_low:nwpu_positive_252_009,reject_localisation,baseball_diamond,baseball_diamond,0.005098,1.0
jitter_low:nwpu_positive_009_000,reject_localisation,airplane,airplane,0.005097,1.0
jitter:nwpu_positive_208_001,adjust,tennis_court,tennis_court,0.00501,1.0
jitter_low:nwpu_positive_010_002,reject_localisation,airplane,airplane,0.004943,0.999983
jitter_low:nwpu_positive_006_005,reject_localisation,airplane,airplane,0.004896,0.999988
jitter_low:nwpu_positive_044_024,reject_localisation,airplane,airplane,0.004807,1.0
jitter:nwpu_positive_309_008,adjust,storage_tank,storage_tank,0.004766,0.999961
jitter:nwpu_positive_563_008,relabel,tennis_court,airplane,0.004755,2e-06
jitter:nwpu_positive_431_010,relabel,ship,vehicle,0.004688,1e-06
jitter:nwpu_positive_112_004,relabel,tennis_court,baseball_diamond,0.00468,0.0
jitter:nwpu_positive_387_000,relabel,storage_tank,vehicle,0.004629,3e-06
jitter:nwpu_positive_374_001,adjust,vehicle,vehicle,0.004494,0.999994
jitter_low:nwpu_positive_475_000,reject_localisation,ground_track_field,ground_track_field,0.004462,0.999998
jitter_low:nwpu_positive_035_010,reject_localisation,airplane,airplane,0.004313,0.999994
jitter_low:nwpu_positive_038_002,reject_localisation,airplane,airplane,0.004305,0.999997
jitter_low:nwpu_positive_044_020,reject_localisation,airplane,airplane,0.004291,1.0
jitter_low:nwpu_positive_431_014,reject_localisation,vehicle,vehicle,0.004179,1.0
jitter_low:nwpu_positive_401_000,reject_localisation,vehicle,vehicle,0.004117,0.999999
jitter_low:nwpu_positive_114_002,reject_localisation,baseball_diamond,baseball_diamond,0.004101,1.0
jitter_low:nwpu_positive_589_002,reject_localisation,baseball_diamond,baseball_diamond,0.004096,0.999995
jitter_low:nwpu_positive_561_001,reject_localisation,bridge,bridge,0.004059,1.0
jitter:nwpu_positive_081_003,relabel,basketball_court,tennis_court,0.00403,5e-06
jitter_low:nwpu_positive_524_000,reject_localisation,ground_track_field,ground_track_field,0.004021,1.0
jitter_low:nwpu_positive_316_003,reject_localisation,storage_tank,storage_tank,0.00386,0.999972
jitter_low:nwpu_positive_519_000,reject_localisation,ship,ship,0.003843,0.999998
jitter_low:nwpu_positive_559_000,reject_localisation,bridge,bridge,0.003654,1.0
jitter_low:nwpu_positive_316_012,reject_localisation,storage_tank,storage_tank,0.003631,0.999994
jitter:nwpu_positive_044_014,relabel,tennis_court,airplane,0.003625,0.0
jitter_low:nwpu_positive_015_004,reject_localisation,airplane,airplane,0.003622,0.999999
jitter_low:nwpu_positive_081_003,reject_localisation,tennis_court,tennis_court,0.003587,0.999995
jitter:nwpu_positive_318_001,relabel,vehicle,storage_tank,0.003526,0.0
jitter_low:nwpu_positive_048_002,reject_localisation,airplane,airplane,0.003441,1.0
jitter:nwpu_positive_390_002,relabel,storage_tank,vehicle,0.003411,2e-06
jitter:nwpu_positive_500_003,relabel,harbor,ship,0.003395,0.0
jitter_low:nwpu_positive_035_018,reject_localisation,airplane,airplane,0.003345,0.999998
jitter:nwpu_positive_044_003,relabel,tennis_court,airplane,0.003319,2e-06
jitter_low:nwpu_positive_010_003,reject_localisation,airplane,airplane,0.003315,1.0
jitter:nwpu_positive_015_000,relabel,storage_tank,airplane,0.003192,0.0
jitter_low:nwpu_positive_010_000,reject_localisation,airplane,airplane,0.003189,0.999995
jitter_low:nwpu_positive_580_001,reject_localisation,baseball_diamond,baseball_diamond,0.00313,0.999912
jitter:nwpu_positive_044_001,relabel,storage_tank,airplane,0.003124,3e-06
jitter:nwpu_positive_620_000,relabel,baseball_diamond,ground_track_field,0.003092,0.0
background:bg_positive_free_nwpu_positive_044_000,reject_background,airplane,,0.00306,0.999912
jitter:nwpu_positive_308_012,adjust,storage_tank,storage_tank,0.003044,0.999997
jitter:nwpu_positive_308_018,relabel,ship,storage_tank,0.003016,0.0
jitter_low:nwpu_positive_308_002,reject_localisation,ship,ship,0.002894,0.999999
jitter_low:nwpu_positive_006_007,reject_localisation,airplane,airplane,0.002891,0.999993
jitter:nwpu_positive_504_005,relabel,storage_tank,ship,0.002868,0.0
jitter:nwpu_positive_044_015,relabel,tennis_court,airplane,0.002848,1e-06
jitter_low:nwpu_positive_316_001,reject_localisation,storage_tank,storage_tank,0.002847,0.999995
jitter_low:nwpu_positive_035_008,reject_localisation,airplane,airplane,0.002823,1.0
jitter_low:nwpu_positive_519_003,reject_localisation,ship,ship,0.00278,1.0
jitter_low:nwpu_positive_114_004,reject_localisation,baseball_diamond,baseball_diamond,0.002763,0.999992
jitter:nwpu_positive_280_003,relabel,airplane,harbor,0.002741,1e-06
jitter_low:nwpu_positive_038_003,reject_localisation,airplane,airplane,0.002718,1.0
jitter:nwpu_positive_270_002,relabel,ship,harbor,0.002693,0.999995
jitter_low:nwpu_positive_500_006,reject_localisation,ship,ship,0.002632,1.0
jitter_low:nwpu_positive_589_005,reject_localisation,baseball_diamond,baseball_diamond,0.002594,0.999993
jitter:nwpu_positive_350_002,relabel,basketball_court,tennis_court,0.002526,0.0
jitter_low:nwpu_positive_035_006,reject_localisation,airplane,airplane,0.00249,0.999995
jitter:nwpu_positive_430_007,relabel,ship,vehicle,0.002479,0.0
jitter_low:nwpu_positive_117_000,reject_localisation,baseball_diamond,baseball_diamond,0.00245,1.0
jitter_low:nwpu_positive_563_013,reject_localisation,airplane,airplane,0.002403,1.0
jitter:nwpu_positive_142_000,adjust,basketball_court,basketball_court,0.0024,0.999996
jitter:nwpu_positive_058_006,relabel,storage_tank,airplane,0.002397,0.0
jitter_low:nwpu_positive_035_012,reject_localisation,airplane,airplane,0.002383,1.0
jitter_low:nwpu_positive_504_001,reject_localisation,ship,ship,0.002348,0.999996
jitter:nwpu_positive_318_002,relabel,vehicle,storage_tank,0.002338,0.0
jitter_low:nwpu_positive_234_002,reject_localisation,baseball_diamond,baseball_diamond,0.002295,0.999999
jitter:nwpu_positive_318_004,relabel,ship,storage_tank,0.002288,0.0
jitter_low:nwpu_positive_048_001,reject_localisation,airplane,airplane,0.002281,0.999996
jitter:nwpu_positive_503_000,relabel,harbor,ship,0.002255,0.0
jitter:nwpu_positive_524_000,relabel,baseball_diamond,ground_track_field,0.002221,0.0
jitter_low:nwpu_positive_302_001,reject_localisation,ship,ship,0.002119,1.0
jitter:nwpu_positive_430_006,relabel,storage_tank,vehicle,0.002103,0.0
jitter_low:nwpu_positive_500_000,reject_localisation,ship,ship,0.002099,0.999999
jitter_low:nwpu_positive_038_009,reject_localisation,airplane,airplane,0.002091,1.0
jitter_low:nwpu_positive_503_009,reject_localisation,ship,ship,0.002002,0.99999
jitter:nwpu_positive_038_002,relabel,storage_tank,airplane,0.001975,2e-06
jitter_low:nwpu_positive_504_010,reject_localisation,ship,ship,0.001967,0.999998
jitter:nwpu_positive_161_000,relabel,baseball_diamond,basketball_court,0.001953,4e-06
jitter:nwpu_positive_431_019,relabel,ship,vehicle,0.001931,0.0
jitter:nwpu_positive_318_000,adjust,storage_tank,storage_tank,0.001889,0.999999
jitter:nwpu_positive_503_005,relabel,storage_tank,ship,0.001857,0.0
jitter:nwpu_positive_557_001,relabel,baseball_diamond,bridge,0.001848,0.0
jitter_low:nwpu_positive_308_001,reject_localisation,ship,ship,0.001757,0.999999
jitter_low:nwpu_positive_503_007,reject_localisation,ship,ship,0.001741,0.99999
jitter:nwpu_positive_504_008,relabel,storage_tank,ship,0.00173,0.0
jitter_low:nwpu_positive_035_009,reject_localisation,airplane,airplane,0.001694,0.999995
jitter_low:nwpu_positive_009_004,reject_localisation,airplane,airplane,0.001644,0.999997
jitter_low:nwpu_positive_058_009,reject_localisation,airplane,airplane,0.001628,0.999999
jitter_low:nwpu_positive_022_010,reject_localisation,airplane,airplane,0.00162,0.999996
jitter:nwpu_positive_561_000,relabel,baseball_diamond,bridge,0.001606,2e-06
jitter_low:nwpu_positive_044_019,reject_localisation,airplane,airplane,0.001594,0.999999
jitter_low:nwpu_positive_504_006,reject_localisation,ship,ship,0.001577,0.999946
jitter:nwpu_positive_316_009,adjust,storage_tank,storage_tank,0.001571,1.0
jitter:nwpu_positive_316_006,relabel,ship,storage_tank,0.001564,0.0
jitter_low:nwpu_positive_500_005,reject_localisation,ship,ship,0.001541,0.99999
jitter_low:nwpu_positive_627_000,reject_localisation,ground_track_field,ground_track_field,0.001463,1.0
jitter_low:nwpu_positive_308_011,reject_localisation,storage_tank,storage_tank,0.001442,1.0
jitter:nwpu_positive_309_001,relabel,harbor,ship,0.001364,0.999961
jitter:nwpu_positive_504_003,relabel,harbor,ship,0.001351,1e-06
jitter:nwpu_positive_559_000,relabel,baseball_diamond,bridge,0.001348,4e-06
jitter_low:nwpu_positive_044_010,reject_localisation,airplane,airplane,0.001346,1.0
jitter:nwpu_positive_308_009,relabel,vehicle,storage_tank,0.00132,0.0
jitter_low:nwpu_positive_308_000,reject_localisation,ship,ship,0.001296,0.999992
background:bg_positive_free_nwpu_positive_346_000,reject_background,tennis_court,,0.001285,0.999996
jitter:nwpu_positive_006_003,relabel,storage_tank,airplane,0.001272,6e-06
jitter:nwpu_positive_035_012,relabel,storage_tank,airplane,0.001268,3e-06
jitter:nwpu_positive_252_008,relabel,basketball_court,tennis_court,0.001247,2e-06
background:bg_positive_free_nwpu_positive_081_000,reject_background,tennis_court,,0.001226,0.999876
jitter:nwpu_positive_430_004,relabel,ship,vehicle,0.001218,2e-06
jitter:nwpu_positive_580_004,relabel,ground_track_field,baseball_diamond,0.001162,0.0
jitter:nwpu_positive_589_009,relabel,basketball_court,tennis_court,0.001161,0.0
jitter:nwpu_positive_615_001,relabel,basketball_court,tennis_court,0.001157,2e-06
jitter:nwpu_positive_589_001,relabel,tennis_court,baseball_diamond,0.001116,9e-06
jitter:nwpu_positive_035_006,relabel,storage_tank,airplane,0.001115,0.0
jitter_low:nwpu_positive_112_006,reject_localisation,baseball_diamond,baseball_diamond,0.001111,1.0
jitter_low:nwpu_positive_035_004,reject_localisation,airplane,airplane,0.001089,1.0
jitter:nwpu_positive_309_006,adjust,storage_tank,storage_tank,0.001085,0.999992
jitter:nwpu_positive_504_010,relabel,storage_tank,ship,0.001072,0.0
jitter_low:nwpu_positive_633_002,reject_localisation,baseball_diamond,baseball_diamond,0.00105,0.999941
jitter_low:nwpu_positive_234_000,reject_localisation,ground_track_field,ground_track_field,0.00104,1.0
jitter_low:nwpu_positive_048_000,reject_localisation,airplane,airplane,0.001035,0.999999
background:bg_positive_free_nwpu_positive_430_000,reject_background,airplane,,0.001025,0.0
jitter_low:nwpu_positive_256_002,reject_localisation,baseball_diamond,baseball_diamond,0.001013,0.999999
jitter_low:nwpu_positive_648_002,reject_localisation,baseball_diamond,baseball_diamond,0.00101,0.999974
jitter_low:nwpu_positive_015_006,reject_localisation,airplane,airplane,0.00096,0.999988
jitter_low:nwpu_positive_504_004,reject_localisation,ship,ship,0.000927,0.999997
jitter:nwpu_positive_015_001,relabel,storage_tank,airplane,0.000909,1e-06
jitter_low:nwpu_positive_316_009,reject_localisation,storage_tank,storage_tank,0.000871,0.999992
jitter:nwpu_positive_142_003,relabel,basketball_court,tennis_court,0.00087,0.0
jitter_low:nwpu_positive_170_000,reject_localisation,bridge,bridge,0.000868,0.0
jitter:nwpu_positive_044_016,relabel,tennis_court,airplane,0.000854,0.0
jitter:nwpu_positive_163_001,relabel,tennis_court,basketball_court,0.000833,0.0
jitter:nwpu_positive_375_000,relabel,storage_tank,vehicle,0.00083,1e-06
jitter_low:nwpu_positive_060_000,reject_localisation,airplane,airplane,0.000825,0.999999
jitter_low:nwpu_positive_350_004,reject_localisation,basketball_court,basketball_court,0.000797,0.999932
jitter:nwpu_positive_408_001,relabel,ship,vehicle,0.000791,1e-06
jitter:nwpu_positive_308_008,relabel,ship,storage_tank,0.00076,0.0
jitter:nwpu_positive_252_003,relabel,ground_track_field,tennis_court,0.000735,1e-06
jitter:nwpu_positive_252_004,relabel,ground_track_field,tennis_court,0.000718,3e-06
jitter_low:nwpu_positive_316_007,reject_localisation,storage_tank,storage_tank,0.000669,0.999998
jitter:nwpu_positive_503_001,relabel,storage_tank,ship,0.000669,0.0
jitter_low:nwpu_positive_038_010,reject_localisation,airplane,airplane,0.000645,0.999999
jitter:nwpu_positive_615_004,relabel,tennis_court,basketball_court,0.000626,0.999961
jitter_low:nwpu_positive_044_004,reject_localisation,airplane,airplane,0.000587,1.0
jitter_low:nwpu_positive_316_002,reject_localisation,storage_tank,storage_tank,0.000571,0.999995
jitter_low:nwpu_positive_060_001,reject_localisation,airplane,airplane,0.000544,0.999996
jitter_low:nwpu_positive_044_011,reject_localisation,airplane,airplane,0.000535,0.999927
jitter_low:nwpu_positive_309_007,reject_localisation,storage_tank,storage_tank,0.000533,0.999999
jitter:nwpu_positive_593_003,relabel,tennis_court,basketball_court,0.000532,2e-06
jitter_low:nwpu_positive_044_005,reject_localisation,airplane,airplane,0.000525,1.0
jitter_low:nwpu_positive_504_003,reject_localisation,ship,ship,0.000502,0.999983
jitter:nwpu_positive_309_012,relabel,vehicle,storage_tank,0.0005,9e-06
jitter_low:nwpu_positive_035_003,reject_localisation,airplane,airplane,0.000474,0.999996
jitter_low:nwpu_positive_309_005,reject_localisation,storage_tank,storage_tank,0.000447,1.0
jitter:nwpu_positive_035_015,relabel,storage_tank,airplane,0.000436,0.0
jitter:nwpu_positive_309_013,relabel,baseball_diamond,storage_tank,0.000434,0.0
jitter_low:nwpu_positive_316_008,reject_localisation,storage_tank,storage_tank,0.00043,0.999998
jitter_low:nwpu_positive_500_002,reject_localisation,ship,ship,0.000394,0.999985
background:bg_positive_free_nwpu_positive_544_000,reject_background,vehicle,,0.000394,1.0
jitter_low:nwpu_positive_247_005,reject_localisation,baseball_diamond,baseball_diamond,0.000392,1.0
jitter:nwpu_positive_489_001,relabel,basketball_court,tennis_court,0.000385,0.0
jitter:nwpu_positive_145_005,relabel,basketball_court,tennis_court,0.000319,2e-06
jitter_low:nwpu_positive_044_016,reject_localisation,airplane,airplane,0.000301,1.0
background:bg_negative_image_nwpu_background_053_000,reject_background,ship,,0.000299,0.999998
jitter_low:nwpu_positive_400_000,reject_localisation,vehicle,vehicle,0.000276,1.0
jitter_low:nwpu_positive_081_001,reject_localisation,baseball_diamond,baseball_diamond,0.000275,1.0
jitter_low:nwpu_positive_280_004,reject_localisation,harbor,harbor,0.000263,0.999999
jitter_low:nwpu_positive_503_000,reject_localisation,ship,ship,0.000259,0.983523
jitter_low:nwpu_positive_374_001,reject_localisation,vehicle,vehicle,0.000257,0.999999
background:bg_positive_free_nwpu_positive_256_000,reject_background,storage_tank,,0.00024,1.1e-05
jitter:nwpu_positive_308_007,relabel,ship,storage_tank,0.000239,2e-06
jitter:nwpu_positive_316_011,relabel,vehicle,storage_tank,0.000237,0.0
jitter_low:nwpu_positive_500_004,reject_localisation,ship,ship,0.000226,1.0
jitter:nwpu_positive_081_006,relabel,basketball_court,tennis_court,0.000223,0.0
