image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
004,NWPU VHR-10 dataset\positive image set\004.jpg,NWPU VHR-10 dataset\ground truth\004.txt,False,train,42,0.7,0.15,0.15
004,NWPU VHR-10 dataset\negative image set\004.jpg,,True,train,42,0.7,0.15,0.15
006,NWPU VHR-10 dataset\negative image set\006.jpg,,True,train,42,0.7,0.15,0.15
006,NWPU VHR-10 dataset\positive image set\006.jpg,NWPU VHR-10 dataset\ground truth\006.txt,False,train,42,0.7,0.15,0.15
007,NWPU VHR-10 dataset\positive image set\007.jpg,NWPU VHR-10 dataset\ground truth\007.txt,False,train,42,0.7,0.15,0.15
007,NWPU VHR-10 dataset\negative image set\007.jpg,,True,train,42,0.7,0.15,0.15
008,NWPU VHR-10 dataset\positive image set\008.jpg,NWPU VHR-10 dataset\ground truth\008.txt,False,train,42,0.7,0.15,0.15
009,NWPU VHR-10 dataset\negative image set\009.jpg,,True,train,42,0.7,0.15,0.15
009,NWPU VHR-10 dataset\positive image set\009.jpg,NWPU VHR-10 dataset\ground truth\009.txt,False,train,42,0.7,0.15,0.15
010,NWPU VHR-10 dataset\positive image set\010.jpg,NWPU VHR-10 dataset\ground truth\010.txt,False,train,42,0.7,0.15,0.15
011,NWPU VHR-10 dataset\positive image set\011.jpg,NWPU VHR-10 dataset\ground truth\011.txt,False,train,42,0.7,0.15,0.15
012,NWPU VHR-10 dataset\positive image set\012.jpg,NWPU VHR-10 dataset\ground truth\012.txt,False,train,42,0.7,0.15,0.15
012,NWPU VHR-10 dataset\negative image set\012.jpg,,True,train,42,0.7,0.15,0.15
013,NWPU VHR-10 dataset\positive image set\013.jpg,NWPU VHR-10 dataset\ground truth\013.txt,False,train,42,0.7,0.15,0.15
013,NWPU VHR-10 dataset\negative image set\013.jpg,,True,train,42,0.7,0.15,0.15
014,NWPU VHR-10 dataset\negative image set\014.jpg,,True,train,42,0.7,0.15,0.15
015,NWPU VHR-10 dataset\negative image set\015.jpg,,True,train,42,0.7,0.15,0.15
016,NWPU VHR-10 dataset\positive image set\016.jpg,NWPU VHR-10 dataset\ground truth\016.txt,False,train,42,0.7,0.15,0.15
017,NWPU VHR-10 dataset\negative image set\017.jpg,,True,train,42,0.7,0.15,0.15
017,NWPU VHR-10 dataset\positive image set\017.jpg,NWPU VHR-10 dataset\ground truth\017.txt,False,train,42,0.7,0.15,0.15
018,NWPU VHR-10 dataset\positive image set\018.jpg,NWPU VHR-10 dataset\ground truth\018.txt,False,train,42,0.7,0.15,0.15
019,NWPU VHR-10 dataset\negative image set\019.jpg,,True,train,42,0.7,0.15,0.15
019,NWPU VHR-10 dataset\positive image set\019.jpg,NWPU VHR-10 dataset\ground truth\019.txt,False,train,42,0.7,0.15,0.15
020,NWPU VHR-10 dataset\negative image set\020.jpg,,True,train,42,0.7,0.15,0.15
020,NWPU VHR-10 dataset\positive image set\020.jpg,NWPU VHR-10 dataset\ground truth\020.txt,False,train,42,0.7,0.15,0.15
021,NWPU VHR-10 dataset\negative image set\021.jpg,,True,train,42,0.7,0.15,0.15
022,NWPU VHR-10 dataset\negative image set\022.jpg,,True,train,42,0.7,0.15,0.15
023,NWPU VHR-10 dataset\negative image set\023.jpg,,True,train,42,0.7,0.15,0.15
023,NWPU VHR-10 dataset\positive image set\023.jpg,NWPU VHR-10 dataset\ground truth\023.txt,False,train,42,0.7,0.15,0.15
024,NWPU VHR-10 dataset\negative image set\024.jpg,,True,train,42,0.7,0.15,0.15
024,NWPU VHR-10 dataset\positive image set\024.jpg,NWPU VHR-10 dataset\ground truth\024.txt,False,train,42,0.7,0.15,0.15
025,NWPU VHR-10 dataset\positive image set\025.jpg,NWPU VHR-10 dataset\ground truth\025.txt,False,train,42,0.7,0.15,0.15
025,NWPU VHR-10 dataset\negative image set\025.jpg,,True,train,42,0.7,0.15,0.15
026,NWPU VHR-10 dataset\positive image set\026.jpg,NWPU VHR-10 dataset\ground truth\026.txt,False,train,42,0.7,0.15,0.15
027,NWPU VHR-10 dataset\positive image set\027.jpg,NWPU VHR-10 dataset\ground truth\027.txt,False,train,42,0.7,0.15,0.15
029,NWPU VHR-10 dataset\negative image set\029.jpg,,True,train,42,0.7,0.15,0.15
029,NWPU VHR-10 dataset\positive image set\029.jpg,NWPU VHR-10 dataset\ground truth\029.txt,False,train,42,0.7,0.15,0.15
030,NWPU VHR-10 dataset\positive image set\030.jpg,NWPU VHR-10 dataset\ground truth\030.txt,False,train,42,0.7,0.15,0.15
031,NWPU VHR-10 dataset\negative image set\031.jpg,,True,train,42,0.7,0.15,0.15
031,NWPU VHR-10 dataset\positive image set\031.jpg,NWPU VHR-10 dataset\ground truth\031.txt,False,train,42,0.7,0.15,0.15
032,NWPU VHR-10 dataset\negative image set\032.jpg,,True,train,42,0.7,0.15,0.15
032,NWPU VHR-10 dataset\positive image set\032.jpg,NWPU VHR-10 dataset\ground truth\032.txt,False,train,42,0.7,0.15,0.15
034,NWPU VHR-10 dataset\negative image set\034.jpg,,True,train,42,0.7,0.15,0.15
034,NWPU VHR-10 dataset\positive image set\034.jpg,NWPU VHR-10 dataset\ground truth\034.txt,False,train,42,0.7,0.15,0.15
036,NWPU VHR-10 dataset\negative image set\036.jpg,,True,train,42,0.7,0.15,0.15
037,NWPU VHR-10 dataset\positive image set\037.jpg,NWPU VHR-10 dataset\ground truth\037.txt,False,train,42,0.7,0.15,0.15
037,NWPU VHR-10 dataset\negative image set\037.jpg,,True,train,42,0.7,0.15,0.15
038,NWPU VHR-10 dataset\positive image set\038.jpg,NWPU VHR-10 dataset\ground truth\038.txt,False,train,42,0.7,0.15,0.15
038,NWPU VHR-10 dataset\negative image set\038.jpg,,True,train,42,0.7,0.15,0.15
039,NWPU VHR-10 dataset\positive image set\039.jpg,NWPU VHR-10 dataset\ground truth\039.txt,False,train,42,0.7,0.15,0.15
039,NWPU VHR-10 dataset\negative image set\039.jpg,,True,train,42,0.7,0.15,0.15
040,NWPU VHR-10 dataset\positive image set\040.jpg,NWPU VHR-10 dataset\ground truth\040.txt,False,train,42,0.7,0.15,0.15
040,NWPU VHR-10 dataset\negative image set\040.jpg,,True,train,42,0.7,0.15,0.15
042,NWPU VHR-10 dataset\negative image set\042.jpg,,True,train,42,0.7,0.15,0.15
042,NWPU VHR-10 dataset\positive image set\042.jpg,NWPU VHR-10 dataset\ground truth\042.txt,False,train,42,0.7,0.15,0.15
043,NWPU VHR-10 dataset\positive image set\043.jpg,NWPU VHR-10 dataset\ground truth\043.txt,False,train,42,0.7,0.15,0.15
043,NWPU VHR-10 dataset\negative image set\043.jpg,,True,train,42,0.7,0.15,0.15
044,NWPU VHR-10 dataset\negative image set\044.jpg,,True,train,42,0.7,0.15,0.15
044,NWPU VHR-10 dataset\positive image set\044.jpg,NWPU VHR-10 dataset\ground truth\044.txt,False,train,42,0.7,0.15,0.15
045,NWPU VHR-10 dataset\negative image set\045.jpg,,True,train,42,0.7,0.15,0.15
045,NWPU VHR-10 dataset\positive image set\045.jpg,NWPU VHR-10 dataset\ground truth\045.txt,False,train,42,0.7,0.15,0.15
046,NWPU VHR-10 dataset\positive image set\046.jpg,NWPU VHR-10 dataset\ground truth\046.txt,False,train,42,0.7,0.15,0.15
047,NWPU VHR-10 dataset\positive image set\047.jpg,NWPU VHR-10 dataset\ground truth\047.txt,False,train,42,0.7,0.15,0.15
048,NWPU VHR-10 dataset\negative image set\048.jpg,,True,train,42,0.7,0.15,0.15
049,NWPU VHR-10 dataset\positive image set\049.jpg,NWPU VHR-10 dataset\ground truth\049.txt,False,train,42,0.7,0.15,0.15
050,NWPU VHR-10 dataset\negative image set\050.jpg,,True,train,42,0.7,0.15,0.15
050,NWPU VHR-10 dataset\positive image set\050.jpg,NWPU VHR-10 dataset\ground truth\050.txt,False,train,42,0.7,0.15,0.15
051,NWPU VHR-10 dataset\negative image set\051.jpg,,True,train,42,0.7,0.15,0.15
051,NWPU VHR-10 dataset\positive image set\051.jpg,NWPU VHR-10 dataset\ground truth\051.txt,False,train,42,0.7,0.15,0.15
052,NWPU VHR-10 dataset\negative image set\052.jpg,,True,train,42,0.7,0.15,0.15
053,NWPU VHR-10 dataset\negative image set\053.jpg,,True,train,42,0.7,0.15,0.15
054,NWPU VHR-10 dataset\negative image set\054.jpg,,True,train,42,0.7,0.15,0.15
055,NWPU VHR-10 dataset\positive image set\055.jpg,NWPU VHR-10 dataset\ground truth\055.txt,False,train,42,0.7,0.15,0.15
055,NWPU VHR-10 dataset\negative image set\055.jpg,,True,train,42,0.7,0.15,0.15
056,NWPU VHR-10 dataset\positive image set\056.jpg,NWPU VHR-10 dataset\ground truth\056.txt,False,train,42,0.7,0.15,0.15
057,NWPU VHR-10 dataset\positive image set\057.jpg,NWPU VHR-10 dataset\ground truth\057.txt,False,train,42,0.7,0.15,0.15
057,NWPU VHR-10 dataset\negative image set\057.jpg,,True,train,42,0.7,0.15,0.15
058,NWPU VHR-10 dataset\positive image set\058.jpg,NWPU VHR-10 dataset\ground truth\058.txt,False,train,42,0.7,0.15,0.15
058,NWPU VHR-10 dataset\negative image set\058.jpg,,True,train,42,0.7,0.15,0.15
060,NWPU VHR-10 dataset\positive image set\060.jpg,NWPU VHR-10 dataset\ground truth\060.txt,False,train,42,0.7,0.15,0.15
061,NWPU VHR-10 dataset\negative image set\061.jpg,,True,train,42,0.7,0.15,0.15
061,NWPU VHR-10 dataset\positive image set\061.jpg,NWPU VHR-10 dataset\ground truth\061.txt,False,train,42,0.7,0.15,0.15
062,NWPU VHR-10 dataset\positive image set\062.jpg,NWPU VHR-10 dataset\ground truth\062.txt,False,train,42,0.7,0.15,0.15
062,NWPU VHR-10 dataset\negative image set\062.jpg,,True,train,42,0.7,0.15,0.15
064,NWPU VHR-10 dataset\negative image set\064.jpg,,True,train,42,0.7,0.15,0.15
064,NWPU VHR-10 dataset\positive image set\064.jpg,NWPU VHR-10 dataset\ground truth\064.txt,False,train,42,0.7,0.15,0.15
066,NWPU VHR-10 dataset\positive image set\066.jpg,NWPU VHR-10 dataset\ground truth\066.txt,False,train,42,0.7,0.15,0.15
066,NWPU VHR-10 dataset\negative image set\066.jpg,,True,train,42,0.7,0.15,0.15
067,NWPU VHR-10 dataset\positive image set\067.jpg,NWPU VHR-10 dataset\ground truth\067.txt,False,train,42,0.7,0.15,0.15
067,NWPU VHR-10 dataset\negative image set\067.jpg,,True,train,42,0.7,0.15,0.15
068,NWPU VHR-10 dataset\negative image set\068.jpg,,True,train,42,0.7,0.15,0.15
068,NWPU VHR-10 dataset\positive image set\068.jpg,NWPU VHR-10 dataset\ground truth\068.txt,False,train,42,0.7,0.15,0.15
069,NWPU VHR-10 dataset\positive image set\069.jpg,NWPU VHR-10 dataset\ground truth\069.txt,False,train,42,0.7,0.15,0.15
069,NWPU VHR-10 dataset\negative image set\069.jpg,,True,train,42,0.7,0.15,0.15
070,NWPU VHR-10 dataset\negative image set\070.jpg,,True,train,42,0.7,0.15,0.15
070,NWPU VHR-10 dataset\positive image set\070.jpg,NWPU VHR-10 dataset\ground truth\070.txt,False,train,42,0.7,0.15,0.15
071,NWPU VHR-10 dataset\negative image set\071.jpg,,True,train,42,0.7,0.15,0.15
071,NWPU VHR-10 dataset\positive image set\071.jpg,NWPU VHR-10 dataset\ground truth\071.txt,False,train,42,0.7,0.15,0.15
072,NWPU VHR-10 dataset\negative image set\072.jpg,,True,train,42,0.7,0.15,0.15
073,NWPU VHR-10 dataset\negative image set\073.jpg,,True,train,42,0.7,0.15,0.15
073,NWPU VHR-10 dataset\positive image set\073.jpg,NWPU VHR-10 dataset\ground truth\073.txt,False,train,42,0.7,0.15,0.15
